Location name,Amount spent (NZD)
Auckland Region,1657
Bay of Plenty Region,287
Canterbury,578
Gisborne District,≤100
Hawke's Bay,165
Manawatu-Wanganui,216
Marlborough Region,≤100
Nelson Province,≤100
Northland Region,199
Otago,210
Southland,≤100
Taranaki,107
Tasman District,≤100
Unknown,≤100
Waikato,414
Wellington Region,430
West Coast,≤100
