Location name,Amount spent (VEF)
Amazonas,15053
Anzoátegui,1501173
Apure,320
Aragua,3184845
Barinas,198358
Bolívar (state),1503838
Capital District,9755117
Carabobo,5785068
Cojedes,132714
Delta Amacuro,27500
Falcón,1750320
Guárico,1000160
Lara,2253251
Miranda (state),4038366
Monagas,1000800
Mérida,2277402
Nueva Esparta,1000160
Portuguesa,942182
Sucre,500107
Trujillo,157874
Táchira,2960123
Unknown,≤100
Vargas,1303765
Yaracuy,1000373
Zulia,5513711
