Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,557
Bicol Region,2961
Cagayan Valley,3288
Calabarzon,13092
Caraga,1523
Central Luzon,7979
Central Visayas,12064
Cordillera Administrative Region,1763
Davao Region,3210
Eastern Visayas,2440
Ilocos Region,4880
Metro Manila,13656
Mimaropa,1972
Northern Mindanao,5553
Soccsksargen,2451
Unknown,≤100
Western Visayas,5854
Zamboanga Peninsula,1915
