Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
108379099286148,Alcaldía Mayor de Bogotá,Alcaldía Mayor de Bogotá,932518,15
162949777243451,Andrés Julián,Andrés Julián Rendon,920463,5
597006313643580,Gobernación del Valle del Cauca,Gobernación Valle del Cauca,864596,14
251292808253299,Canadian College,Canadian College,511984,15
195575853964886,Rodrigo Lara Restrepo,Movimiento Ciudadano Lara por Bogotá,456295,13
105598124675352,General Juvenal Díaz,General Juvenal Díaz,445659,2
61298420594,Eugenio Prieto Soto,Eugenio Prieto Soto,375262,5
1059459884138781,Mauricio Tobón Franco.,Mauricio Tobón Franco,348406,2
101871502791636,Carlos Acosta Juliao Oficial,Carlos Acosta Juliao Oficial,268097,9
183025852044152,Secretaría de Desarrollo Económico,Secretaría de Desarrollo Económico,256662,1
415910721915879,Hector Fabio Velasco Hernandez,Hector Fabio Velasco,251361,10
321789057890530,Secretaría de Movilidad,Secretaría de Movilidad,238028,7
109536228288634,Nuevo Liberalismo Valle del Cauca,Nuevo Liberalismo Valle del Cauca,231639,8
105860962029722,Felipe Vélez,Medellín Vuelve a Brillar,223151,11
184284351706738,Lotería de Bogotá,Lotería de Bogotá,215240,3
1115184931884092,Albert Corredor,Albert Corredor,209149,2
267198759973201,Bairon Enrique Muñoz Lizarazo,Bairon Enrique Muñoz Lizarazo,206371,13
1589652347763879,Aquileo Medina A,Aquileo Medina Arteaga,197935,2
103723022353836,Secretaría de Turismo de Antioquia,Secretaría de Turismo Antioquia,195211,6
167222580002790,Clara Luz Roldan Gonzalez,Clara Luz Roldán,187577,3
1597659560553215,Colombia+20,COMUNICAN SAS EL ESPECTADOR,182562,8
1488419784774409,Alcaldía de Soledad,Alcaldía Municipal de Soledad,164852,24
308580499200723,Alcaldía de Medellín,Alcaldia de Medellìn,164297,6
105848177845789,All Out en español,All Out Action Fund,156685,6
489327244878254,Carlos Parra,Carlos Parra,149656,3
299469560099835,Alcaldía de Cali,Alcaldía de Cali,148369,4
1147318942107929,Todos Somos Una,DEBRAIN LLC,143560,5
256488875025665,Juan Bocanegra,Juan Carlos Bocanegra Chacón,143344,2
232287230205457,IDU Bogotá,Instituto de Desarrollo Urbano : IDU,130887,6
162392497782532,Genaro Redondo,Genaro Redondo,130163,6
601336570076276,Rodolfo Correa,Rodolfo Andres Vargas Correa,125371,5
100348772654999,La Brújula,La Brujula,120859,2
100351841692214,Coronel Jorge Gallego,Coronel Jorge Gallego,116443,6
104969865721375,Profes.movimientociudadano,John Bazurto,110279,13
108675595132967,Karol Martínez Silva,Karol Martinez Silva,106971,6
513373825500774,Catalina Ortiz,Catalina Ortiz,105510,4
112155252163421,Sebastián López V.,Sebastian Lopez Valencia,102535,8
454396071316750,Mauricio Salazar,Mauricio Salazar Pelaez,101452,1
112233823483908,Mallath Martinez,Mallath Martinez,100905,2
918276538262554,Quiero ser Uniandes,These ads ran without a disclaimer,98638,4
107204794960194,Instituto Técnico La Salle,Instituto Técnico La Salle,94852,15
175346789490397,Peyi Paternina,Peyi Paternina,93433,9
148553182705913,Claudia Andrade,Claudia Andrade,88661,2
101450321205404,Hernán Felipe Jaramillo Duque,Hernán Felipe Jaramillo Duque,82645,2
102143071616787,Goberna Colombia,Goberna,81568,9
179668218725736,Lina García Gañan,Lina Garcia,78660,8
