Location name,Amount spent (NOK)
Akershus,4506
Aust-Agder,896
Buskerud,1747
Finnmark,888
Hedmark,1218
Hordaland,4835
Møre og Romsdal,1838
Nord-Trøndelag,783
Nordland,1508
Oppland,1252
Oslo,8387
Rogaland,4167
Sogn og Fjordane,597
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,2906
Telemark,2447
Troms,1825
Unknown,≤100
Vest-Agder,2079
Vestfold,2691
Østfold,2254
