Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,1500000
Apure,1000000
Aragua,2127508
Barinas,2000000
Bolívar (state),2500000
Capital District,4672517
Carabobo,9500000
Cojedes,500000
Delta Amacuro,≤100
Falcón,750000
Guárico,630002
Lara,2250000
Miranda (state),2250000
Monagas,1500000
Mérida,2617510
Nueva Esparta,1250000
Portuguesa,750000
Sucre,750000
Trujillo,85000
Táchira,21590081
Vargas,667502
Yaracuy,1250000
Zulia,13551335
