Location name,Amount spent (CLP)
Antofagasta Region,96274
Araucanía Region,141154
Arica y Parinacota Region,39715
Atacama Region,26591
Aysén Region,39963
Bío Bío Region,314987
Coquimbo Region,102746
Los Lagos Region,98075
Los Ríos Region,45149
Magallanes y la Antártica Chilena Region,24381
Maule Region,116865
O'Higgins Region,100654
Santiago Metropolitan Region,1355997
Tarapacá Region,40072
Unknown,373
Valparaíso Region,298048
