Page ID,Page name,Disclaimer,Amount spent (LBP),Number of ads in Library
101538412538521,شطرنج / مع محمد صابونجي,إياد خالد,310030,34
1428873024044736,المدن - almodon,المدن - almodon‎,127660,14
1438703606372190,Elham Said Freiha,Elham Freiha,113982,1
102023711572671,أساس ميديا -  Asas Media,asasmedia,89666,22
101241044906111,هنا لبنان,هنا لبنان,74468,16
106197498149118,لبنان الكبير,Grand Lebanon,68754,20
110470091436602,Ici Beyrouth,Ici beyrouth,51672,12
107266890756055,Nicolas Chikhani Finance,Nicolas Chikhani Finance,30152,1
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,22796,10
102282304519788,Awalan.com,Awalan- Al-Iktissad Wal-Aamal,12568,1
107698404702208,Alkalima,Alkalima Onlime,10638,4
103064288692603,Le Courrier Du Cedre,Marwan Rashid,9119,2
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,7812,3
1031517763602384,Municipality of Kartaba - بلدية قرطبا,Municipality of Kartaba - بلدية قرطبا,7599,1
128417954019381,Al-Moltaka,Melhem Boustany,4559,1
106821968055687,Leila Dagher,Leila Dagher,1520,1
101845832471383,Jbeil District - قضاء جبيل,Jbeil District,1520,1
111876598323760,صدى الارز اللبنانية,Charbel Nouh,1520,1
103145075727721,Omar Business School,These ads ran without a disclaimer,487,1
109777031932270,Yazan Abdel Halim,These ads ran without a disclaimer,≤100,1
110584791401665,GeneZation Show,These ads ran without a disclaimer,≤100,2
109387484807645,white_man244,These ads ran without a disclaimer,≤100,1
103117899285946,M-read-11,These ads ran without a disclaimer,≤100,1
140643048143435,حفريات ميديا,These ads ran without a disclaimer,≤100,1
223495844457800,China Plus Culture,These ads ran without a disclaimer,≤100,1
