Location name,Amount spent (CHF)
Aargau,232
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,139
Basel-Landschaft,≤100
Bern,326
Canton of Geneva,628
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,198
Fribourg,154
Graubünden,≤100
Jura,≤100
Luzern,127
Neuchâtel,113
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,≤100
Ticino,175
Unknown,≤100
Uri,≤100
Valais,167
Vaud,467
Zug,≤100
Zürich,2350
