Location name,Amount spent (VEF)
Amazonas,560
Anzoátegui,3066034
Apure,252801
Aragua,4531375
Barinas,3112824
Bolívar (state),4267088
Capital District,15048464
Carabobo,7803805
Cojedes,256443
Delta Amacuro,143059
Falcón,505883
Guárico,257003
Lara,3969003
Miranda (state),3941546
Monagas,216743
Mérida,463206
Nueva Esparta,253082
Portuguesa,508404
Sucre,350320
Trujillo,225903
Táchira,4262886
Unknown,≤100
Vargas,1136415
Yaracuy,760085
Zulia,10147649
