Location name,Amount spent (ISK)
Capital Region,43891
Eastern Region,2148
Northeastern Region,4963
Northwestern Region,950
Southern Peninsula,4153
Southern Region,6009
Unknown,≤100
Western Region,1199
Westfjords,2181
