Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,733700
Apure,204987
Aragua,641272
Barinas,329933
Bolívar (state),966880
Capital District,1404010
Carabobo,996245
Cojedes,2517483
Delta Amacuro,47496
Falcón,444924
Guárico,264960
Lara,646352
Miranda (state),444942
Monagas,302446
Mérida,542397
Nueva Esparta,284964
Portuguesa,374906
Sucre,249951
Trujillo,329924
Táchira,750000
Vargas,137491
Yaracuy,357451
Zulia,4549670
