Location name,Amount spent (TWD)
Changhua,7589
Chiayi,1901
Hsinchu,3920
Hsinchu City,6377
Hualien,2856
Kaohsiung,26537
Keelung City,3389
Kinmen,520
Lienchiang,≤100
Miaoli,4530
Nantou,3266
New Taipei City,41217
Penghu,631
Pingtung,5000
Taichung,28458
Tainan,17205
Taipei,33708
Taitung,1682
Taoyuan City,30801
Unknown,3559
Yilan,2873
Yunlin,4415
