Location name,Amount spent (ARS)
Buenos Aires,1144631
Catamarca,80942
Chaco,69441
Chubut,82424
Ciudad Autónoma de Buenos Aires,143362
Corrientes,29594
Córdoba,2493126
Entre Rios,107127
Formosa,25045
Jujuy,429266
La Pampa,423393
La Rioja,318903
Mendoza,78118
Misiones,829647
Neuquén,26339
Río Negro,19032
Salta,710477
San Juan,757188
San Luis,322756
Santa Cruz,34860
Santa Fe,259941
Santiago del Estero,14784
Tierra del Fuego,452508
Tucuman,313880
Unknown,216
