Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
532962446729390,Australian Families,Department of Social Services,4117,49
494820897261439,Bank Australia,Bank Australia,2438,44
101589645013040,Thrive by Five,Thrive By Five,2325,21
299753643444311,AEC,Australian Electoral Commission,2323,2
9480502970,Greenpeace Australia Pacific,Greenpeace Australia Pacific,2306,237
514475628623089,Our Watch,Our Watch,2161,2
117241141903,Barnardos Australia,Barnardos Australia,1645,15
112133637214684,Doctors Without Borders / Médecins Sans Frontières (MSF),Médecins Sans Frontières Australia,1575,14
291704124236419,WorkSafe Victoria,WorkSafe Victoria,1460,107
376006035816016,Storyworth,These ads ran without a disclaimer,1357,10
109540078293238,Affordable Medicines Now,The Pharmacy Guild of Australia,1323,14
495731404149305,Koffels Solicitors & Barristers,Koffels Solicitors and Barristers,1296,15
845410525497100,Launch Housing,Launch Housing,1225,192
160054227468,World Vision Australia,World Vision Australia,1124,13
182564410468,Australia for UNHCR,Australia for UNHCR,1114,48
1776727752614025,Glencore,Glencore Australia,1095,12
200480966638039,Supremacy 1914,These ads ran without a disclaimer,1076,3
447447719391089,Health Care Providers Association,Health Care Providers Association,981,5
195538532456,UNICEF Australia,UNICEF Australia,862,18
324035071010940,CPSU Victoria,CPSU Victoria,647,1
10113538711,WWF-Australia,WWF-Australia,579,6
92824008332,Plan International Australia,Plan International Australia,577,25
14193666340,Australian Conservation Foundation,Australian Conservation Foundation,566,24
290700654767295,The Chamber of Minerals and Energy of Western Australia - CMEWA,The Chamber of Minerals and Energy of Western Australia,537,21
134712696593275,Dan Andrews,Daniel Andrews MP,529,7
192170157560135,UNSW Engineering,UNSW Sydney,499,2
655173787829512,National Zakat Foundation Australia,NATIONAL ZAKAT FOUNDATION INCORPORATED,478,70
102292348146435,The Uluru Statement from the Heart,"Indigenous Law Centre, UNSW",441,2
104180525925926,Fair Australia,Advance Australia,440,11
102329728050606,Yes23,Yes23,430,5
184543928960,National Party of Australia,National Party of Australia,411,12
666041500505740,IBAC Victoria's Independent Broad-based Anti-corruption Commission,IBAC,403,2
351313714891862,Australian Good Meat,Meat & Livestock Australia,380,7
125812604095801,Invasive Species Council,Invasive Species Council,352,101
111105897150325,Solitaire Home Design,These ads ran without a disclaimer,339,2
8422338499,The Wilderness Society,The Wilderness Society,334,62
140527268700,Act for Peace,Act for Peace Ltd,331,55
