Location name,Amount spent (NOK)
Akershus,4931
Aust-Agder,699
Buskerud,1783
Finnmark,584
Hedmark,1177
Hordaland,4372
Møre og Romsdal,2401
Nord-Trøndelag,825
Nordland,1514
Oppland,1060
Oslo,8152
Rogaland,3217
Sogn og Fjordane,665
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,2059
Telemark,1173
Troms,1111
Unknown,≤100
Vest-Agder,1515
Vestfold,1694
Østfold,1980
