Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
9480502970,Greenpeace Australia Pacific,Greenpeace Australia Pacific,5266,280
532962446729390,Australian Families,Department of Social Services,4252,49
108695110952294,Greens MPs,Greens MPs,3967,24
101589645013040,Thrive by Five,Thrive By Five,3127,22
299753643444311,AEC,Australian Electoral Commission,3043,22
112133637214684,Doctors Without Borders / Médecins Sans Frontières (MSF),Médecins Sans Frontières Australia,2883,22
494820897261439,Bank Australia,Bank Australia,2577,43
514475628623089,Our Watch,Our Watch,2254,2
291704124236419,WorkSafe Victoria,WorkSafe Victoria,2155,107
119271104477423,Essential Medicine Shortages,The Pharmacy Guild of Australia,2047,8
117241141903,Barnardos Australia,Barnardos Australia,1733,27
495731404149305,Koffels Solicitors & Barristers,Koffels Solicitors and Barristers,1530,15
376006035816016,Storyworth,These ads ran without a disclaimer,1390,8
104180525925926,Fair Australia,Advance Australia,1364,11
165242077409311,Australian Automobile Association,Australian Automobile Association,1364,8
1776727752614025,Glencore,Glencore Australia,1330,12
845410525497100,Launch Housing,Launch Housing,1184,63
160054227468,World Vision Australia,World Vision Australia,1099,17
351313714891862,Australian Good Meat,Meat & Livestock Australia,1079,5
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,1043,5
134712696593275,Dan Andrews,Daniel Andrews MP,993,6
195538532456,UNICEF Australia,UNICEF Australia,946,22
200480966638039,Supremacy 1914,These ads ran without a disclaimer,945,3
666041500505740,IBAC Victoria's Independent Broad-based Anti-corruption Commission,IBAC,913,2
100492139310916,Australian Assange Campaign,Australian Assange Campaign,898,3
184543928960,National Party of Australia,National Party of Australia,744,13
161983380481806,Heart Foundation,These ads ran without a disclaimer,635,5
290700654767295,The Chamber of Minerals and Energy of Western Australia - CMEWA,The Chamber of Minerals and Energy of Western Australia,615,21
182564410468,Australia for UNHCR,Australia for UNHCR,592,46
21591025194,The University of Melbourne,The University of Melbourne,585,7
10113538711,WWF-Australia,WWF-Australia,569,6
89794331215,Oxfam,Oxfam Australia,560,70
102329728050606,Yes23,Yes23,466,11
102292348146435,The Uluru Statement from the Heart,"Indigenous Law Centre, UNSW",450,2
1414406035466037,Jeremy Rockliff,Jeremy Rockliff,421,4
162107547181406,LNP - Liberal National Party,Liberal National Party of Queensland,380,8
14193666340,Australian Conservation Foundation,Australian Conservation Foundation,370,14
332509390785960,Angie Bell MP,Angie Bell MP,349,1
157812980921536,Environmental Defenders Office,Environmental Defenders Office,317,45
341910905847062,Asylum Seeker Resource Centre (ASRC),Asylum Seeker Resource Centre (ASRC),313,7
125812604095801,Invasive Species Council,Invasive Species Council,303,112
1670517743250253,Save the Daintree Rainforest,Rainforest 4 Foundation Ltd,296,3
107939487783753,Garth Hamilton MP,Garth Hamilton MP,287,13
206540052690401,Jean Hailes for Women's Health,Jean Hailes for Women's Health,282,9
694832627392516,Prime Super,Prime Super,273,112
135933556447881,Australian Republic Movement,Australian Republic Movement,267,4
54879226285,Teach For Australia,Teach For Australia,258,27
290190314438,The West Australian,The West Australian,253,5
127045912874975,Dr Michelle Ananda-Rajah MP,Dr Michelle Ananda-Rajah MP,252,12
8422338499,The Wilderness Society,The Wilderness Society,249,48
379688209713,LSKD,These ads ran without a disclaimer,249,5
279645455502809,Ross Vasta MP,Ross Vasta MP,248,3
101938725606868,Dan Cregan - Member for Kavel,Daniel Roy Cregan,247,2
110456094190032,Changing Aged Care,HSU National,246,11
149648047339,Save the Children Australia,Save the Children Australia,243,8
352953834815624,Jason Wood MP,Jason Wood MP,233,11
106791108597531,Future of Local Government Review - Tasmanian Government,Department of Premier and Cabinet,231,2
307339209323908,Dan Tehan MP,Dan Tehan MP,216,2
952274664938382,Phillip Thompson OAM MP - Serving Our Community,Philip Bruce Thompson,211,1
362805317148988,Keith Pitt,Keith Pitt,206,2
2080670615483977,Verve Super,Verve Super,201,4
204751982883846,Senator Michaelia Cash,Senator Michaelia Cash,201,2
157481181070130,Indigenous Employment Australia,Indigenous Employment Australia,200,44
272757739102,Engineers Australia,Engineers Australia,195,14
268606619928735,Voice of the Martyrs Australia,Voice of the Martyrs Australia,194,5
32799215298,Animals Australia,Animals Australia,189,35
353909191473562,Darren Chester MP,Darren Chester MP,188,4
161107919341,Save Our Marine Life (Australia),Save Our Marine Life (Australia),183,21
105084998845350,BPH Energy,BPH ENERGY LTD,182,80
105140971475089,Chuffed.org - Australia,Chuffed.org,182,1
425487554863185,First Peoples' Assembly of Victoria,First Peoples' Assembly of Victoria,178,15
281586725365452,Governor of Queensland,Office of the Governor,174,1
231341250224498,Australian Ethical Investment,Australian Ethical Investment,168,58
486290621414640,Australian Government Department of Health and Aged Care,Australian Government Department of Health,165,1
105348385388237,Senator Babet,Ralph E D Babet,155,3
708298282615442,Ted O'Brien MP - Federal Member for Fairfax,Ted O'Brien MP,155,2
504855933190931,Time for Change - Change Aged Care,United Workers Union,154,35
111940700704495,Discover Wanneroo,These ads ran without a disclaimer,151,1
100356216050100,Family First Party Australia,Family First Party Australia Ltd,150,6
118388888197666,Ed Husic MP,Ed Husic MP,150,4
