Location name,Amount spent (TWD)
Changhua,11406
Chiayi,2839
Hsinchu,5313
Hsinchu City,7944
Hualien,3545
Kaohsiung,36432
Keelung City,4542
Kinmen,763
Lienchiang,≤100
Miaoli,5224
Nantou,4114
New Taipei City,49974
Penghu,898
Pingtung,7411
Taichung,38437
Tainan,23662
Taipei,37764
Taitung,2103
Taoyuan City,30376
Unknown,5082
Yilan,3580
Yunlin,6571
