Location name,Amount spent (USD)
Alabama,13232
Alaska,3340
American Samoa,≤100
Arizona,26307
Arkansas,8007
California,127265
Colorado,23010
Connecticut,9457
Delaware,3167
Florida,61398
Georgia,32458
Guam,≤100
Hawaii,4273
Idaho,5445
Illinois,34738
Indiana,19497
Iowa,20961
Kansas,9015
Kentucky,14891
Louisiana,16738
Maine,5626
Maryland,18647
Massachusetts,21653
Michigan,34507
Minnesota,13784
Mississippi,19930
Missouri,17023
Montana,5271
Nebraska,4931
Nevada,11175
New Hampshire,9811
New Jersey,29527
New Mexico,7043
New York,57757
North Carolina,28842
North Dakota,1948
Northern Mariana Islands,≤100
Ohio,118324
Oklahoma,11906
Oregon,13019
Pennsylvania,47547
Puerto Rico,≤100
Rhode Island,3814
South Carolina,17552
South Dakota,2078
Tennessee,22238
Texas,89022
Unknown,146
Utah,9534
Vermont,1782
Virgin Islands (U.S.),≤100
Virginia,30745
Washington,22571
"Washington, District of Columbia",7927
West Virginia,6458
Wisconsin,17660
Wyoming,1563
