Page ID,Page name,Disclaimer,Amount spent (QAR),Number of ads in Library
1534982756793690,Foodvisor,These ads ran without a disclaimer,116,5
794958520585756,Visit Dubai - سياحة دبي,These ads ran without a disclaimer,≤100,2
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
460832667344831,Buchis Travels,These ads ran without a disclaimer,≤100,1
191399134327652,aramco,These ads ran without a disclaimer,≤100,1
1570967143115767,Faith In His Blood . Org,These ads ran without a disclaimer,≤100,1
107587881387708,World Economic Magazine Inc.,These ads ran without a disclaimer,≤100,1
105494315161744,talkdiplomacy,These ads ran without a disclaimer,≤100,1
110647840532680,Merge Mayor,These ads ran without a disclaimer,≤100,1
106871370841727,Energy & Utilities,These ads ran without a disclaimer,≤100,1
177373618970635,نادي سباق الخيل,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,1
117797674541931,مندوب الرياض تنسيق هدايا,These ads ran without a disclaimer,≤100,1
107961755224601,Crazy Hospital,These ads ran without a disclaimer,≤100,1
678094802296447,AHR Group,These ads ran without a disclaimer,≤100,2
683824491761132,Pratilipi Malayalam - പ്രതിലിപി മലയാളം,These ads ran without a disclaimer,≤100,1
124473380937123,勵馨基金會 The Garden of Hope Foundation,These ads ran without a disclaimer,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,2
608650595820049,The Conqueror Challenges,These ads ran without a disclaimer,≤100,4
