Page ID,Page name,Disclaimer,Amount spent (VND),Number of ads in Library
106243122476633,Từ Thiện 68 Game Bài,These ads ran without a disclaimer,2278493,1
654396084640049,IMM GROUP,IMM Group,670802,4
106053331173831,Khang Nguyen - Đào Tạo Ads Fb,These ads ran without a disclaimer,634839,6
100927762805276,"Lương Y Phú Quý - Điều Trị U Tuyến Giáp,U Xơ,U nang ,Bướu cổ 0924.071.394",These ads ran without a disclaimer,374227,1
372724896259182,"Thạc Sĩ Quản Trị Kinh Doanh FSB-Mba, Đại học FPT",These ads ran without a disclaimer,335606,2
101625862804723,Lipol,These ads ran without a disclaimer,258386,1
105310469026814,Nhật Bản Chờ Tôi Nhé,These ads ran without a disclaimer,164427,4
108448245225570,Vươn Lên Cuộc Sống 5.0,These ads ran without a disclaimer,164375,1
156500324424741,Nevada - Giảm Béo Không Xâm Lấn,These ads ran without a disclaimer,161491,1
111442598237522,Nhà Đất Sổ Hồng Riêng TPHCM,These ads ran without a disclaimer,152179,1
106864984981716,Tài liệu ôn thi viên chức giáo viên TP. HCM,Tài liệu ôn thi viên chức giáo viên TP. HCM,146690,4
103355402674135,Thẩm Mỹ Giảm béo Công nghệ cao,These ads ran without a disclaimer,140128,2
101914358044085,Tài Liệu Ôn Thi Viên Chức Giáo Dục,Tài Liệu Ôn Thi Viên Chức Giáo Dục,109050,4
103216305974903,Thẩm Mỹ Như Ý - Tây Ninh,These ads ran without a disclaimer,105330,1
110700432044164,Thầy Thuốc Phạm Văn Thanh,These ads ran without a disclaimer,99257,3
192195994956428,Tài Liệu Thi Viên Chức Giáo Viên,Tài Liệu Thi Viên Chức Giáo Viên,95686,2
101013847927879,Hoàng Minh Quân,These ads ran without a disclaimer,88247,1
101831049362526,Trần Gỗ Tự Nhiên,These ads ran without a disclaimer,75152,1
105062615490802,Thượng Tọa Thích Đức Thiện,Thượng Tọa Thích Đức Thiện,70952,1
677422055789515,CCCP Saigon,These ads ran without a disclaimer,60927,1
1831330046916094,Tuyển Dụng Giáo Viên Hà Nội,Tuyển Dụng Giáo Viên Hà Nội,58762,2
100904822517086,Non-trivial,These ads ran without a disclaimer,47403,3
108715314693314,Tài Liệu Thi Viên Chức Giáo Dục TP.HCM - Bình Dương,Tài Liệu Thi Viên Chức Giáo Dục TP.HCM - Bình Dương,42088,1
902785046529464,Tài liệu Thi Viên Chức Giáo Dục Quảng Ngãi,Tài liệu Thi Viên Chức Giáo Dục Quảng Ngãi,31485,1
105797069097387,Khởi Nghiệp Cùng Chuyên Gia,These ads ran without a disclaimer,27657,1
225706078170576,Đoàn TNCS Hồ Chí Minh xã Quảng Tiến,Đoàn TNCS Hồ Chí Minh xã Quảng Tiến,23862,1
106598818743489,APT News,These ads ran without a disclaimer,15469,1
101291708363728,Tổng kho sách,These ads ran without a disclaimer,14493,2
105754644274173,Hoàng Minh Hiếu,These ads ran without a disclaimer,10854,1
108570324189693,Phạm Nhật Dương,These ads ran without a disclaimer,10200,1
117696277959696,Tập Đoàn Bất Động Sản Thiên Khôi,These ads ran without a disclaimer,6140,1
604965376348304,Hawonkoo,These ads ran without a disclaimer,5326,1
103543005987724,Mỹ phẩm đông anh trang cty chính chủ,These ads ran without a disclaimer,308,1
111881424653695,Swank Guide,These ads ran without a disclaimer,≤100,1
217065798665069,Bob's Hideout,These ads ran without a disclaimer,≤100,1
45413563867,The Free and Equal Elections Foundation,These ads ran without a disclaimer,≤100,1
114434291631957,The Style Gala,These ads ran without a disclaimer,≤100,1
208371683037269,NBCU Catalyst,These ads ran without a disclaimer,≤100,1
106033232405215,Virginia Patrizi,These ads ran without a disclaimer,≤100,1
104850368831975,Bubblegum,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
112220134851421,Under the Sisterhood,These ads ran without a disclaimer,≤100,1
1882160755422758,Edgar Boshart,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
1065631633538453,Physicians Across Continents,These ads ran without a disclaimer,≤100,3
157586528019668,Nigel Ng,These ads ran without a disclaimer,≤100,1
145301255772,Global Alliance for Incinerator Alternatives (GAIA),These ads ran without a disclaimer,≤100,1
111283271603417,Taicang Entdecken,These ads ran without a disclaimer,≤100,2
64982236830,Alumni Association of the University of Michigan,These ads ran without a disclaimer,≤100,1
102800215034719,Lux & Lush - Culture,These ads ran without a disclaimer,≤100,1
