Location name,Amount spent (USD)
Alabama,12249
Alaska,2341
American Samoa,≤100
Arizona,28435
Arkansas,7853
California,102651
Colorado,18163
Connecticut,8166
Delaware,3318
Florida,65198
Georgia,30665
Guam,≤100
Hawaii,3340
Idaho,5625
Illinois,30599
Indiana,18230
Iowa,12005
Kansas,8914
Kentucky,15533
Louisiana,18133
Maine,10609
Maryland,19922
Massachusetts,17841
Michigan,38886
Minnesota,17295
Mississippi,9151
Missouri,20196
Montana,5577
Nebraska,5684
Nevada,13117
New Hampshire,7452
New Jersey,27251
New Mexico,5693
New York,70066
North Carolina,59818
North Dakota,1298
Northern Mariana Islands,≤100
Ohio,41464
Oklahoma,10024
Oregon,12753
Pennsylvania,46739
Puerto Rico,≤100
Rhode Island,3628
South Carolina,26437
South Dakota,1702
Tennessee,20920
Texas,84153
Unknown,138
Utah,8529
Vermont,2352
Virgin Islands (U.S.),≤100
Virginia,54652
Washington,20180
"Washington, District of Columbia",10443
West Virginia,6522
Wisconsin,24848
Wyoming,1480
