Location name,Amount spent (CAD)
Alberta,6754
British Columbia,7280
Manitoba,1991
New Brunswick,1012
Newfoundland and Labrador,1481
Northwest Territories,≤100
Nova Scotia,914
Nunavut,≤100
Ontario,20590
Prince Edward Island,120
Quebec,12442
Saskatchewan,3333
Unknown,≤100
Yukon,≤100
