Location name,Amount spent (ARS)
Buenos Aires,18198134
Catamarca,1029040
Chaco,351675
Chubut,2404879
Ciudad Autónoma de Buenos Aires,7647609
Corrientes,479740
Córdoba,3225666
Entre Rios,1037228
Formosa,169940
Jujuy,473962
La Pampa,180127
La Rioja,260464
Mendoza,542881
Misiones,289595
Neuquén,289842
Río Negro,255131
Salta,387651
San Juan,273445
San Luis,256248
Santa Cruz,657297
Santa Fe,1274816
Santiago del Estero,301521
Tierra del Fuego,174948
Tucuman,507595
Unknown,1067
