Location name,Amount spent (VEF)
Amazonas,250000
Anzoátegui,2750000
Apure,1500000
Aragua,7889985
Barinas,2819995
Bolívar (state),6000000
Capital District,17750000
Carabobo,37244931
Cojedes,1250000
Delta Amacuro,372499
Falcón,2500000
Guárico,2000000
Lara,5000000
Miranda (state),6750000
Monagas,1500000
Mérida,4129992
Nueva Esparta,1597497
Portuguesa,2754995
Sucre,1750000
Trujillo,992498
Táchira,5317490
Unknown,≤100
Vargas,2000000
Yaracuy,2052496
Zulia,35753232
