Page ID,Page name,Disclaimer,Amount spent (EGP),Number of ads in Library
114229523780037,أحمد إبراهيم البنا - Ahmed Ibrahim Elbanna,Ahmed El Banna,2634,1
798673866859390,ETC TV,ETC TV,2545,48
2035593490055091,النائب عمرو القطامي,سيد أحمد,1457,7
100835565731657,Ahmed Amin Massoud - أحمد أمين مسعود,Ahmed Amin Massoud - أحمد أمين مسعود,953,2
107767437680846,أحمد صلاح الطاروطي,Suzie Raafat,669,2
1517088885216557,AIG,These ads ran without a disclaimer,628,3
273900239400893,نقابة المحامين المصرية,نقابة المحامين المصرية,612,5
111086937788265,موقع تحيا مصر - Tahiamasr News,Mariam Ahmed Hamouda,470,3
692939830826213,Mohamed Badran  محمد بدران,Mohamed Elsayed Ahmed Mohamed,401,4
586768434680803,جمعية صناع الحياة,جمعية صناع الحياة,376,2
110877857406073,المهندس حسام لبن,المهندس حسام لبن,359,4
801866783213943,محمد طلبة - Mohamed Tolba,Mohamed Elsayed Tolba,333,6
595025640685644,النائبة شيرين عبد العزيز - Sherin abdelaziz,النائبة شيرين عبد العزيز - Sherin abdelaziz,328,3
106586485351141,صفحة النائب اشرف الشبراوي ابو العلا,Ashraf Abouelela,269,2
112072071382470,أحمد الفار - Ahmed Elfar,Noha Mohamed Ibrahim,261,2
100857675472522,ScreeN+,Mahmoud Elfeky,251,1
1632636017007559,Mohamed Mostafa Elsallab محمد مصطفي السلاب,Mohamed Mostafa Elsallab محمد مصطفي السلاب,241,2
158643697625854,محمد تيسير مطر - Mohamed Tayser Mattar,Aplus,215,1
192320965049184,الإعلامية نيفين منصور,Nivine Mansour,193,2
100210385187886,الصفحة الرسمية للنائب الدكتور ايهاب وهبة عضو مجلس الشيوخ عن محافظة القاهرة,Karim Ahmed Abd Alghany,185,1
103745798627292,المستشار ماهر ميلاد اسكندر,المستشار ماهر ميلاد اسكندر,180,1
102752291431181,المهندس حازم الجندي - Hazem ElGendy,المهندس حازم الجندي - Hazem ElGendy,173,4
103004372363887,عماد الصباغ,عماد الصباغ,170,1
118992379972310,Fatmah Selim - فاطمة سليم,Fatmah Selim - فاطمة سليم,154,4
101586878327765,Hassanein Tawfiq - حسانين توفيق,Hassanein Tawfiq - حسانين توفيق,151,3
101248379544698,حزب صوت الشعب - الأمانة العامة,Mohamed Elsayed Ahmed Mohamed,150,1
1424610401122573,هاني العتال - Hany Alattal,محمد السيد عبد الستار,146,1
597990847030734,Narrative Summit,Nourhan Osama,142,1
113101433777546,Essam Diab - عصام دياب,Mahmoud Mostafa Ghorab,123,1
282759032673313,مهندس محمد سعد الصمودي,محمد سعد الصمودي,117,1
107628151748756,Initiators Congress مؤتمر المبادرون,Initiators Congress,109,1
105096455624550,Tamer abdelhamid - تامر عبد الحميد,Tamer abdelhamid - تامر عبد الحميد,104,1
109366127595756,Ahmed dandash    الصفحه الرسميه للدكتور احمد دندش عضو مجلس النواب,Ahmed dandash    الصفحه الرسميه للدكتور احمد دندش عضو مجلس النواب,103,1
100330775177251,النائب سامي سليم - الصفحة الرسمية,Mahmoud M. Rashwan,101,1
103571604973098,هشام حسين - Hesham Hussein,هشام حسين - Hesham Hussein,≤100,1
282421105588262,Alraees News- الرئيس نيوز,Kareem Ahmed Abdul Ghani,≤100,1
367290327457959,MP/Abdelsalam Elkhadrawy - عبدالسلام الخضراوي,MP/Abdelsalam Elkhadrawy - عبدالسلام الخضراوي,≤100,1
380937009024559,Kashqol كشكول التعليمى,Kareem Ahmed Abdul Ghani,≤100,1
131814203525361,CC Plus,Nourhan Osama,≤100,2
106450555171099,مجدي البري - Magdy Elbery,مجدي البري - Magdy Elbery,≤100,1
535371883202755,Freddy Elbaiady  صفحة فريدي البياضي,Freddy Elbaiady  صفحة فريدي البياضي,≤100,1
354968941204659,الدكتور أيمن أبو العلا عضو مجلس النواب,الدكتور أيمن أبو العلا عضو مجلس النواب,≤100,1
532134937722830,النائبة أميرة بهاء الدين أبو شقة,Gehad Ali,≤100,1
103291013528894,Dr.Mokhtar Gomaa,Ahmed Zaatar,≤100,2
836115416509704,محمد احمد الكومي Mohamed Ahmed Elkomey,Mohamed Ahmed Elkomey,≤100,1
764353836981278,الصفحه  الرسمية للعميد نور ابوستيت,محمد عبدالله كامل,≤100,1
159052647481654,حزب الإصلاح والنهضة,حزب الإصلاح والنهضة,≤100,5
1012904038778488,سامح فتحي حبيب,سامح فتحي حبيب,≤100,1
249311655141261,Hala Abou Elsaad - هالة ابو السعد,Mariam Ahmed Hamouda,≤100,2
103315778193642,الصفقة,Kareem Ahmed Abdul Ghani,≤100,1
298138254162621,النادي الليبرالي بالقاهرة,النادي الليبرالي بالقاهرة,≤100,1
106719921012688,Ahmed Bahaa Shalaby-أحمد بهاء شلبي,Integrated Marketing Communications For Media.IMC,≤100,1
103429981452280,Hesham ElhagAly - هشام الحاج علي,Hesham Elhagaly,≤100,1
108927510969680,الصفحة الرسمية للنائبة د. صبورة السيد,Mariam Ahmed Hamouda,≤100,2
107096734501088,النائبة منى عمر عضو مجلس النواب,Shymaa Adel,≤100,1
104570177893410,أحمد علي الألفي,أحمد علي الألفي,≤100,1
1557231747832291,afikra,These ads ran without a disclaimer,≤100,1
103571604973098,هشام حسين - Hesham Hussein,حسين السيد,≤100,1
101752931546345,"Egyptian Exporters Association ""ExpoLink""",These ads ran without a disclaimer,≤100,1
112161944845807,Nevein Basiouny,Muhammad Nash'at,≤100,1
115929648001005,Anas Attalah,These ads ran without a disclaimer,≤100,1
2119732698342937,Vodafone Group,These ads ran without a disclaimer,≤100,1
1625068054380978,تحيا مصر,Mariam Ahmed Hamouda,≤100,1
115537399830150,International Women Summit,These ads ran without a disclaimer,≤100,1
347496549693129,النائب/ عماد سعد حمودة,Mariam Ahmed Hamouda,≤100,1
103086629281243,محمد الشنراوي,Mariam Ahmed Hamouda,≤100,1
109617848694410,صبري أبوالوفا,These ads ran without a disclaimer,≤100,2
187461997935711,Unilever Careers,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
100857675472522,ScreeN+,These ads ran without a disclaimer,≤100,1
1473321922884514,Chińskie Radio Międzynarodowe,These ads ran without a disclaimer,≤100,1
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100,4
274400273295605,Programa Papo de Bola,These ads ran without a disclaimer,≤100,1
212864082137,Mike Manning,These ads ran without a disclaimer,≤100,1
533974930053676,سارة السهيل  صفحة,These ads ran without a disclaimer,≤100,1
345840486219924,Energy China,These ads ran without a disclaimer,≤100,1
106321962111925,taboo_empower,These ads ran without a disclaimer,≤100,1
308088503057656,النائب محمود عصام,النائب محمود عصام,≤100,3
114714147097883,sametalabacak_spearfishing,These ads ran without a disclaimer,≤100,1
113242321007141,شوارع اسطنبول-istanbul streets,These ads ran without a disclaimer,≤100,1
