Location name,Amount spent (CHF)
Aargau,226
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,144
Basel-Landschaft,101
Bern,299
Canton of Geneva,1471
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,423
Fribourg,107
Graubünden,≤100
Jura,≤100
Luzern,120
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,≤100
Ticino,196
Unknown,≤100
Uri,≤100
Valais,122
Vaud,330
Zug,≤100
Zürich,631
