Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
1392592317738074,Jorge Cálix,Jorge Cálix,3009,6
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,771,1
104599735671754,Goberna Honduras,Goberna Honduras,314,9
130202453827085,Asociacion Calidad de Vida,Asociación Calidad de Vida,258,3
491553204198958,Revistazo.com,Revistazo.com,182,3
486382251906084,Honduras El Pais,Diario El  Pais.hn,146,3
138641796219203,Aves Honduras - ASHO,Aves Honduras - ASHO,142,1
459107311130639,Dr. Luther Harry,Dr. Luther Harry,105,3
459107311130639,Dr. Luther Harry,Dr. Luther Harry,105,3
421574011322217,Alcaldía del Distrito Central,Alcaldía del Distrito Central,≤100,4
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
316496640057,7iber,These ads ran without a disclaimer,≤100,1
103484238067077,Karla Cisneros,These ads ran without a disclaimer,≤100,1
