Page ID,Page name,Disclaimer,Amount spent (PYG),Number of ads in Library
110447625137045,Pilar Callizo,PautaPY,1162546,1
150229055012487,UNICEF Paraguay,UNICEF Paraguay,1077368,9
242118359309178,Ricardo Estigarribia,Ricardo Estigarribia,737527,12
1468570519872644,Santiago Peña,PRANA SA,714173,29
124625661665046,Patrick Kemper,Patrick Paul Kemper Thiede,685400,12
102963512483270,PyElige,PY Elige,666411,9
325540631525675,En La Tecla,En la Tecla,647405,9
103771265752808,Vysokolán,Stephan Vysokolán,600145,3
102266292553995,Sucia Política,Diego Ricardo Ramírez,584637,10
109626041763537,Natalicio Chase,Global Agencia,519526,14
665680343451704,Lider Amarilla,Lider Santiago Amarilla Rios,372290,4
1547194582252394,Denis Lichi,Global Agencia,350604,9
102467002671611,Jorge Heisecke,Jorge Heisecke,340912,32
943824938962084,Luis Fernando,Luis Fernando,300068,15
108109475529683,Somos Fundadores,Somos Fundadores,291324,10
102109369350535,Christa Rivas,Christa Violeta Rivas Caballero,276398,3
153958777947957,Paulo Reichardt,Paulo Reichardt,253690,4
113351910838827,Alma Cívica,Alma Cívica,240943,15
1011833908887463,Atilio Alegre,IMAGEN DE GOBIERNO,230374,6
242118359309178,Ricardo Estigarribia,Douglas Mateus Hendges,215546,4
167878593236712,UNICEF en español,These ads ran without a disclaimer,196966,2
441529192988697,Rubén Penayo Senador 40/44,Rubén Penayo Senador 40/44,177715,1
100959471597014,José Antonio Galeano,José Antonio Galeano,177598,10
108246601026063,Derlis Rodríguez Diputado 2023,Derlis Manuel Rodríguez Baez,171291,6
105052422297773,Pedrito Gómez,Maria Jose Castillo Vega,142588,8
1753251591598763,Dani Mujica,Dani Mujica,136099,12
1711765125817047,Aldo Florentin,IMAGEN DE GOBIERNO,133328,4
483666425147964,Richard Ramirez,Richard Ramirez,127878,4
614795685343483,Belén Maldonado,Belén Maldonado,121184,4
105545157610039,Euclides Acevedo,Euclides Roberto Acevedo Candia,118460,1
303795153430459,Capitán Apodaca - Gobernador,logicodesarrollodigital,113489,2
103759862278474,Victor Miranda Py,Clicnovo,102169,3
725834240910220,Noticiero Paraguay,Noticiero Paraguay,101112,7
150741961754512,Mercedes Canese Antúnez,Mercedes Canese,100145,2
