Location name,Amount spent (VEF)
Amazonas,18063
Anzoátegui,4156734
Apure,250000
Aragua,5513984
Barinas,4750840
Bolívar (state),6009188
Capital District,14523217
Carabobo,10291118
Cojedes,250000
Delta Amacuro,265483
Falcón,823710
Guárico,576233
Lara,5873737
Miranda (state),3660533
Monagas,500560
Mérida,1957505
Nueva Esparta,252801
Portuguesa,858329
Sucre,596113
Trujillo,555870
Táchira,6401846
Unknown,≤100
Vargas,1265483
Yaracuy,1250840
Zulia,13516225
