Location name,Amount spent (USD)
Alabama,8500
Alaska,2655
American Samoa,≤100
Arizona,20847
Arkansas,5352
California,110991
Colorado,19694
Connecticut,13057
Delaware,2872
Florida,57902
Georgia,26236
Guam,188
Hawaii,3854
Idaho,4336
Illinois,35548
Indiana,17327
Iowa,8442
Kansas,7060
Kentucky,8843
Louisiana,7558
Maine,4992
Maryland,24166
Massachusetts,25109
Michigan,27143
Minnesota,13871
Mississippi,4546
Missouri,17572
Montana,2740
Nebraska,3554
Nevada,6314
New Hampshire,4603
New Jersey,26518
New Mexico,6823
New York,63391
North Carolina,29195
North Dakota,1392
Northern Mariana Islands,≤100
Ohio,27957
Oklahoma,9337
Oregon,17281
Pennsylvania,35219
Puerto Rico,≤100
Rhode Island,3330
South Carolina,11014
South Dakota,1619
Tennessee,16390
Texas,75908
Unknown,≤100
Utah,7046
Vermont,3118
Virgin Islands (U.S.),≤100
Virginia,30874
Washington,25966
"Washington, District of Columbia",11367
West Virginia,5362
Wisconsin,20222
Wyoming,1276
