Page ID,Page name,Disclaimer,Amount spent (NGN),Number of ads in Library
312632449480846,Governor Ifeanyi A. Okowa,Governor Ifeanyi A. Okowa,148937,15
252185758819200,Babajide Sanwo-Olu,Babajide Sanwo-Olu,58560,13
14312764639,Atiku Abubakar,The Atiku Campaign,21558,3
111353874017544,Mukhail Adetokunbo Abiru,Mukhail Adetokunbo Abiru,15802,8
109466785028287,Prince Dr Emeka Eze,Michael Obiekwe,15678,6
1598185900266723,Emeka Igwe Campaign Organization,Emeka Igwe,12655,9
102096876127435,BAT 2023,Abraham Adesanya Adetutu A.,11528,2
103018869332378,BantuPage,Ikechukwu Orji,11250,10
1598205703573433,Senator Uba Sani,Uba Sani Media,8085,7
878141452335886,The Hope For Nigeria,Kerry Kenu,7388,3
105208365731340,F-SAO4Tinubu/Shettima2023,Emmanuel Oko,7075,2
971769479677563,Gbenga Olawepo-Hashim,Olushola Oni,6512,1
2138867006432207,Gobir 2023,Young Progressives Party (YPP),4831,2
100519749481655,Labour Party Ogun State,Ajibola Adeboye,4566,1
120346118099706,BrandPower,BrandPower,4413,2
100486959387581,Ada Ogbu Nara,Chisom Okechukwu Kenneth,3998,4
215863191948778,Frank Nweke Jr,Frank Nweke Ii,3890,3
102126542194217,Reps Aspirants Forum -RAF,Reps Aspirants Forum -RAF,3746,1
106955635517175,Petroleum Industry Act and You,The Nigerian Upstream Petroleum Regulator Commission,3228,4
110635338055920,Cedanac Resources,Cedanac Resources,3060,2
606800679765375,Voice2RepNg,Accountability Lab Nigeria,2936,1
103177569070325,Ibrahim Babajide Obanikoro,adeToyan Adeniji-Adele,2917,1
654180731859809,T-Police,T-Police,2828,1
511160669047435,Senator Bassey Albert  - OBA,Benedict Raphael Ibanga,2821,3
100227202825420,Booth 2 Booth With Tinubu,Booth 2 Booth With Tinubu,2625,1
102169824695398,Rero TV,Oghenebrorhie Okotie,2510,16
102835755970763,NN19,NN19,2467,2
101620952700531,Babandi Ibrahim,Babandi Gumel Ibrahim,2255,1
274811734355511,Insight 4 Impact Foundation,Insight 4 Impact Foundation,2083,1
548855585503561,Panda-tut  Enterprises Limited,Panda-tut Enterprises Limited,2034,1
101649462831068,Delta advocate 4 sheriff uk,Benjamin Mathew,1885,1
119723736100630,Ala - Delight Publicity Services,Moses Oyinkuro,1835,10
107676437643727,Inuwa Media Vanguard,Inuwa Media Vanguard,1568,3
100202924924063,Page 36,Page 36,1553,13
114899590230768,Hon. Rahman Owokoniran,Nature Of God Foundation,1547,2
248584495820796,Ibe Okwara for House of Representatives - Arochukwu/Ohafia Constituency,Ibe Okwara Support Group,1528,3
104238252286926,Nwankwo Promise Chibuzo,Mboo Augustine Uchenna,1478,6
171885956874687,Because Of Our Tomorrow,BOOT Party,1473,1
126460284139483,Nigerianeye,NigerianEye,1383,1
