Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
311627208673,WWF UK,WWF UK,7175,107
104677264773039,We Eat Balanced,Agriculture and Horticulture Development Board,5520,59
102639461303190,Fair Pay For All,Fair Pay For All,4607,114
10677003998,Shelter,Shelter,3758,360
61863318139,World Resources Institute,World Resources Institute with Facebook ad credits,3363,4
220543443746,International Rescue Committee - UK,International Rescue Committee UK,3281,25
7715002593,UNICEF UK,Unicef UK,3136,6
9250349228,Greenpeace UK,Greenpeace UK,2330,8
799576543492660,The Week Junior,The Week Junior,1711,48
158077247591710,Refuge,Refuge,1668,146
7214031395,Oxfam Great Britain,Oxfam Great Britain,1262,32
21242962092,ClientEarth,ClientEarth,1258,7
1645963095654688,Healthier Scotland,The Scottish Government,1135,14
121936349543,World Vision UK,World Vision UK,1132,19
348366988862054,Oxfam Campaigns,Oxfam Great Britain,962,6
40409120801,Refugee Council,Refugee Council,960,8
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,934,7
35671512696,World Animal Protection UK,World Animal Protection UK,902,40
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),851,41
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,822,73
1613092172114946,DWP Digital,Department for Work and Pensions,789,4
109602554296513,Your Funded Energy Solution,Huw John Llewellyn,698,20
248887561894779,Home Energy Scotland,Home Energy Scotland,692,20
7527864602,WaterAid UK,WaterAid UK,684,32
7624294394,Amnesty International UK,Amnesty International UK,637,34
117476785190,Save the Children UK,Save the Children UK,578,8
59367068326,The Ramblers,The Ramblers,560,80
368213053329553,"Department for Business, Energy and Industrial Strategy",These ads ran without a disclaimer,555,2
97708339756,Action for Children,Action for Children,539,48
165099760197787,Welsh Government,Welsh Government,525,147
1660600037490738,Guardian Labs,Guardian Labs,472,23
308291623138631,Eco Footprint,Richard Lee Hughes,471,1
37981137361,The Children's Society,The Children's Society,429,30
514212165305248,Leigh Day,Leigh Day,422,21
106946654868342,Water's Worth Saving,Water UK,413,121
18168505158,The Woodland Trust,Woodland Trust,402,45
112712550420527,Sumofus UK,SumOfUs,400,4
1450681158291594,Counter Terrorism Police UK,Counter Terrorism Police UK,364,12
47612991154,Dignity in Dying,Dignity in Dying,363,13
7043497714,Christian Aid,Christian Aid,358,15
10986039307,VSO,VSO,302,58
116625838402686,FareShare,FareShare,298,21
1682367945366856,POWER Film,Power Film,298,1
912590792245688,NHS Negligence Claims,Online Legal Limited,287,1
13047522725,Crimestoppers,Crimestoppers,285,40
208189704820,Ellen MacArthur Foundation,Ellen MacArthur Foundation,275,41
101255718164248,350 UK,350.org,268,5
274651352565844,Oltco Ltd,Oltco Ltd,265,130
1046117708754519,Care4Calais,Care4Calais,263,10
290498754454402,European Movement UK,European Movement UK,249,8
358706239805,Scope,Scope,235,1
110538548040758,Care2 UK,John Ayling & Associates,232,25
200786289976224,The Scottish Government,The Scottish Government,223,5
