Page ID,Page name,Disclaimer,Amount spent (VND),Number of ads in Library
118828961151139,Trung Tâm Nhân Giống F1,These ads ran without a disclaimer,4061361,1
108390095364515,Phạm Văn Thanh- Đặc Trị Xương Khớp,These ads ran without a disclaimer,3470759,1
110191145479586,Học Lập Trình Online Cùng MindX,These ads ran without a disclaimer,2016776,1
185061704983484,Nha Khoa Paris,These ads ran without a disclaimer,1113375,1
113399258473117,Người Tốt - Lương Y Phạm Văn Thanh - Chữa Dứt Điểm bệnh Dạ Dày Đại Tràng,These ads ran without a disclaimer,1042308,1
112977278547511,Phát triển tài chính kinh tế mới 2023,These ads ran without a disclaimer,684888,1
100044162063101,Alex Salmond,These ads ran without a disclaimer,609111,1
668471776674810,Nha Khoa Paris,These ads ran without a disclaimer,497465,1
107497901963061,Sách Hay Chọn Lọc,These ads ran without a disclaimer,411631,1
192195994956428,Tài Liệu Thi Viên Chức Giáo Viên,Tài Liệu Thi Viên Chức Giáo Viên,307918,7
101914358044085,Tài Liệu Ôn Thi Viên Chức Giáo Dục,Tài Liệu Ôn Thi Viên Chức Giáo Dục,283914,5
115859271569741,BS Nguyễn Đình Bách hỗ trợ : Đau đầu - Mất ngủ - Giảm trí nhớ,These ads ran without a disclaimer,283079,1
116930904787617,Tuyển bảo vệ - tạp vụ Bắc Ninh - Bắc Giang,These ads ran without a disclaimer,276272,1
110961992051943,Ebook Tài Liệu,These ads ran without a disclaimer,263399,3
117879734612936,Trung Tâm Thẩm Mỹ Quốc Tế Như Ý - Tây Ninh,These ads ran without a disclaimer,232873,1
654396084640049,IMM GROUP,IMM Group,210639,2
1831330046916094,Tuyển Dụng Giáo Viên Hà Nội,Tuyển Dụng Giáo Viên Hà Nội,163817,3
106864984981716,Tài liệu ôn thi viên chức giáo viên TP. HCM,Tài liệu ôn thi viên chức giáo viên TP. HCM,134602,2
100642569492416,Ng.Thị Thu Thảo,These ads ran without a disclaimer,103683,1
165600847322369,Tài Liệu Thi Viên Chức Giáo Dục Bình Định-Phú Yên,Tài Liệu Thi Viên Chức Giáo Dục Bình Định-Phú Yên,53001,1
105473397490741,Phạm Thị Nga,These ads ran without a disclaimer,49338,7
105776949149393,Thu Nhập Tại Gia 4.0,These ads ran without a disclaimer,24819,1
115336071476620,Định Hướng Tương Lai,These ads ran without a disclaimer,24096,1
102198141936537,Singapore Deep-Tech Alliance,These ads ran without a disclaimer,2158,1
108510284767191,Lương Y: Phạm Văn Thanh - Việc Tử Tế VTV1,These ads ran without a disclaimer,1076,1
108155738987630,Open Innovation Day - OID,These ads ran without a disclaimer,≤100,1
405199520209766,The Belt and Road News Network,These ads ran without a disclaimer,≤100,1
30911162508,Forbes,These ads ran without a disclaimer,≤100,1
119731475279145,Dubai Future Foundation,These ads ran without a disclaimer,≤100,1
220898724599599,Ação da Cidadania,These ads ran without a disclaimer,≤100,1
