Page ID,Page name,Disclaimer,Amount spent (CLP),Number of ads in Library
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,166500,4
337766483715142,Tremendas_cl,TREMENDAS with Facebook ad credits,141588,5
8093963076,Techo - Chile,Pago por TECHO Chile con créditos de anuncios de Facebook,100236,6
105560941738247,Movilizando Chilenos,Movilizando Chilenos,92693,4
756450494522524,Andrés Jouannet Diputado,Andrés Alfonso Jouannet Valderrama,40040,7
120295334652273,Enrique Van Rysselberghe Herrera,Enrique Van Rysselberghe Herrera,38754,20
558224964238853,Anglo American,Anglo American,37425,2
104224427947088,Circula el Plástico,Metrix,34434,5
103259918760204,Lista negra política.,Cristian Alejandro Vivian Troncoso,33872,2
246478779511291,Lex Grupo Abogados,Lex Grupo Abogados,30000,1
1643674159197342,Corporación Municipal de Rancagua,Cormun,27270,20
343265652503533,Municipalidad de Puchuncaví,Ilustre Municipalidad de Puchuncaví,24304,6
78239901502,Diario Financiero,Grupo DF,21622,7
580663538777736,Consejo Minero,Feedback Comunicaciones,21432,1
103030962615298,Chile YAAC,Chile YAAC,19492,6
350025708997760,Minera Vizcachitas,Minera Vizcachitas,14991,4
1101427233255754,Christopher White,Christopher White Bahamondes,13995,4
600661340080888,Municipalidad de Salamanca,Municipalidad de Salamanca,12331,7
797815127058039,Delighttourscancun,These ads ran without a disclaimer,11756,1
1436530563295625,El Líbero,Sociedad Periodística El Líbero S.A,10252,1
184169995325116,Gerardo Rojas Escudero,Gerardo Rojas Escudero,9942,6
1575217122560418,Juan Ramón Godoy,Juan Ramón Godoy,9719,20
1495254187392769,Ilustre Municipalidad de Rancagua,Ilustre Municipalidad de Rancagua,9060,2
212672485793114,Frank Sauerbaum,Frank Carlos Sauerbaum Muñoz,8109,4
318817558183854,Mi Voz Chile,MiVoz.cl,7648,1
1140435596103153,Asociación Chilena de Municipalidades,Asociación Chilena de Municipalidades,7628,1
280326368663728,Asociación de Industriales de Iquique,These ads ran without a disclaimer,6406,6
100920822361338,Jorge Sepúlveda Diputado,Jorge Alejandro Sepulveda Rosales,6273,2
109626371709961,Salmones Austral,Salmones Austral,6215,8
239724839481005,Municipalidad de Vicuña,Brecha Digital Consultores,5515,1
181208945236608,Patria Progresista,Patria Progresista,5430,24
214215822426016,Punto Prensa,Punto Prensa SPA,5185,1
266574477169217,Ciudadano Videla Diputado,Elias Vaca Sanchez,4877,1
104684192398328,Francisco Corral Macías,Gerard Henri Joffre Pavez,4700,3
478976528820583,I. Municipalidad de La Granja,Brecha Digital Consultores Ltda.,4042,5
107843817654667,Marcela Mansilla Potocnjak,Rodrigo Alejandro Niño Carrasco,3824,1
108523631002340,Loreta Villegas- Consejera Regional Aysen,Maria Loreta Villegas Almonacid,3440,3
1774372099446219,Kushki,These ads ran without a disclaimer,3354,3
226593947367922,Cultiva,Cultiva,3098,1
112555455065264,Autos en Peligro,Vehículos en Peligro,2945,7
105216102185508,Cvr_abogados,Cvr_abogados,2918,1
104521462060586,Gustavo Alessandri Alcalde Zapallar,Gustavo Alessandri Bascuñan,2821,1
110309894432662,Gerald Castillo - Concejal Ovalle,Héctor Rene Baeza Olivares,2718,1
1539380629490140,Pirque Educación y Salud,Corporación de Salud y Educación Pirque,2716,1
115046015881560,Alcalde Marcos Morales Ureta,Marcos Antonio Morales Ureta,2609,1
332967387146069,Diputado Andrés Celis Montt,Andrés Celis Montt,2468,2
746465222194078,Juan Andrés Muñoz Saavedra CORE,Juan Andrés Muñoz Saavedra,2467,1
422755734482549,Lab4U,These ads ran without a disclaimer,2402,1
108557574347706,Fundación Conecta Mayor,Fundación Conecta Mayor,2002,1
243892739138306,Daniel Jadue Jadue,Oscar Daniel Jadue Jadue,1962,1
293103284121826,Fundación Para el Progreso,Fundación Para el Progreso,1912,2
313001595773789,Materiales Particulados,Sebastian Andres Moreno Triviño,1876,1
106580054753486,Krist Naranjo Gobernadora Independiente Región  De Coquimbo,Krist Pia NIcole Naranjo Peñaloza,1809,2
101326581302605,Desafío 10X,Fundación 10X,1747,1
109010975175016,eldaza.cl,These ads ran without a disclaimer,1746,1
126170624336,Amnistía Internacional - Chile,Amnistía Internacional Chile,1676,1
935495103166485,Corporación Nacional Consumidores Usuarios,These ads ran without a disclaimer,1465,1
151676178849005,Felipe Donoso Castro,Felipe Guillermo Donoso Castro,1079,1
211625929000469,Jaime Escudero,Jaime Escudero,1055,5
101757442828877,Psicóloga Carolina Oyarzo,These ads ran without a disclaimer,952,2
110647840532680,Merge Mayor,These ads ran without a disclaimer,869,1
103438224772862,Lucio Sanhueza Hardessen,Lucio Sanhueza Hardessen,839,2
253052458819946,Matsumoto Gun Corps,These ads ran without a disclaimer,801,1
100503681412259,educaconsciente,These ads ran without a disclaimer,714,1
747708191967868,MUMS,Movimiento por la Diversidad Sexual MUMS / ONG CES,616,1
108145794246480,El Espectador de Ñuble,El Espectadoor de Ñuble,596,1
112555455065264,Autos en Peligro,These ads ran without a disclaimer,537,1
106362865041105,Pauline Ruck,These ads ran without a disclaimer,356,1
688131427879966,Subversiva.FM,These ads ran without a disclaimer,171,1
608650595820049,The Conqueror Challenges,These ads ran without a disclaimer,171,4
