Page ID,Page name,Disclaimer,Amount spent (PYG),Number of ads in Library
325540631525675,En La Tecla,En la Tecla,1795643,9
102266292553995,Sucia Política,Diego Ricardo Ramírez,1479938,10
242118359309178,Ricardo Estigarribia,Douglas Mateus Hendges,1174312,14
124625661665046,Patrick Kemper,Patrick Paul Kemper Thiede,690780,16
102917519228790,Bruno Defelippe,Bruno Defelippe,677503,6
102467002671611,Jorge Heisecke,Jorge Heisecke,675745,9
110303418588991,Baby Appleyard,Baby Appleyard,423780,2
1468570519872644,Santiago Peña,PRANA SA,410495,10
196599783696918,Efrain Alegre,Efrain Alegre,345253,7
283132325082901,Esperanza Martínez,Esperanza Martinez De Portillo,320053,7
118397948223791,Oscar Tuma,Óscar Luis Tuma Bogado,232617,7
241512319274531,Sixto Pereira,Sixto Pereira,189993,2
103681832340596,Nelson Kpeto Cano,Kpeto Cano,146171,3
105796025619350,Tati Giménez Diputado 2023,Tati Giménez Diputado 2023,145835,2
1711765125817047,Aldo Florentin,IMAGEN DE GOBIERNO,144695,5
1659775060937880,Guido González,Rosa Agustin Gonzalez,142204,3
153958777947957,Paulo Reichardt,Paulo Reichardt,134166,1
1011833908887463,Atilio Alegre,IMAGEN DE GOBIERNO,112712,3
103759862278474,Victor Miranda Py,Clicnovo,110092,4
103373961784268,Giani Ramírez,Giani Ramírez,91622,2
1575743279360941,Carlos Cáceres Sarubbi Senador 2023,Carlos Agustin Caceres Sarubbi,89214,2
114914053295532,Ernesto Guerin,Hector Ernesto Guerin Morinigo,74682,1
102940895895901,Victor Herreros Gimenez,Victor Herreros,67172,3
118890043360348,Pedro Santa Cruz,Pedro Arthuro Santa Cruz Insaurralde,61628,2
105545157610039,Euclides Acevedo,Euclides Roberto Acevedo Candia,60970,1
292909490881181,Carlos Echeverría Intendente,TEJUParaguay,50792,1
110665567053224,DimartinoIntendente,Jorge Dimartino,50756,4
1147436678784009,Dennis Fraulob,Dennis Fraulob,46593,2
517426394969535,Ricardo Canese,Ricardo Canese,46219,2
1094373423935985,German Solinger,Grissel Zárate Sotelo,44037,1
1518537951510136,Sidinei Heinemann Zuse,Sidinei Heinemann Zuse,41619,2
1614185262209913,Noelia Lambaré Concejal Departamental,Partido de la Participación Ciudadana,41589,2
106682318781403,Rafaela Guanes Senadora,Rafaela Guanes,36697,1
131915497570975,Manuel Aguilar,Jose Manuel Aguilar Bogarin,30000,1
338961084535,WWF Paraguay,WWF Paraguay,28330,4
1151984808290856,Hugo Portillo,Hugo Portillo,28022,2
184860595385745,Ing. Roberto Jiménez - Concejal,Roberto Fernando Jimenez Ayala,27624,1
490637354648727,Ing.Juan Carlos Baruja - Gobernador 2018/2023,Juan Carlos Baruja Fernandez,27153,1
359307964420456,Terere Cómplice,Meli Olavarrieta,24747,3
137071910500968,Alvaro Grau,Oscar David Baez Alvarenga,24294,1
108982768685910,Cynthia Rios Diputada,Wilson Armoa,22018,2
105181039022571,Alcides Samudio RAS Diputado,Rumildo Alcides Samudio Peña,19796,1
222961017827862,Edgar Olmedo,Edgar Olmedo,19720,2
1386037631635162,Hugo Ramírez,Nahuel Ayala Gomez,19520,1
