Location name,Amount spent (PKR)
Azad Kashmir,645
Balochistan,923
Federally Administered Tribal Areas,212
Gilgit-Baltistan,436
Islamabad Capital Territory,1297
Khyber Pakhtunkhwa,5753
Punjab,24258
Sindh,29533
Unknown,≤100
