Location name,Amount spent (VND)
An Giang Province,8303
Bà Rịa–Vũng Tàu Province,9734
Bình Dương Province,36864
Bình Phước Province,5775
Bình Thuận Province,9946
Bình Định Province,10548
Bạc Liêu Province,1808
Bắc Giang Province,13463
Bắc Kạn Province,2188
Bắc Ninh Province,42328
Bến Tre Province,2377
Cao Bằng Province,100703
Cà Mau Province,2095
Cần Thơ,7351
Da Nang,15809
Gia Lai Province,7420
Haiphong,19935
Ho Chi Minh City,158719
Hà Giang Province,7375
Hà Nam Province,6468
Hà Tĩnh Province,6874
Hòa Bình Province,4281
Hưng Yên Province,4909
Hải Dương Province,12618
Hậu Giang Province,1233
Khánh Hòa Province,10774
Kiên Giang Province,6318
Kon Tum Province,5959
Lai Châu Province,358
Long An Province,6505
Lào Cai Province,7188
Lâm Đồng Province,9984
Lạng Sơn Province,3737
Nam Định Province,8865
Nghệ An Province,17329
Ninh Bình Province,7295
Ninh Thuận Province,3460
Phú Thọ Province,8351
Phú Yên Province,5818
Quảng Bình Province,5015
Quảng Nam Province,13267
Quảng Ngãi Province,11340
Quảng Ninh Province,9636
Quảng Trị Province,5743
Sóc Trăng Province,2542
Sơn La Province,1980
Thanh Hóa Province,15879
Thái Bình Province,7862
Thái Nguyên Province,10533
Thừa Thiên–Huế Province,9031
Tiền Giang Province,10692
Trà Vinh Province,3006
Tuyên Quang Province,3788
Tây Ninh Province,6491
Vĩnh Long Province,2889
Vĩnh Phúc Province,11296
Yên Bái Province,2775
Điện Biên Province,2756
Đắk Lắk Province,63717
Đắk Nông Province,4320
Đồng Nai Province,31511
Đồng Tháp Province,5311
