Location name,Amount spent (VEF)
Amazonas,347466
Anzoátegui,12750000
Apure,2251125
Aragua,16589519
Barinas,4879594
Bolívar (state),8001125
Capital District,52191569
Carabobo,14440783
Cojedes,1619829
Delta Amacuro,574942
Falcón,5410653
Guárico,3249692
Lara,17001125
Miranda (state),14482902
Monagas,3997173
Mérida,6014512
Nueva Esparta,3697511
Portuguesa,4459578
Sucre,3083327
Trujillo,3044708
Táchira,14599012
Unknown,15000
Vargas,5987191
Yaracuy,3909651
Zulia,36246413
