Location name,Amount spent (CHF)
Aargau,≤100
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,≤100
Basel-Landschaft,≤100
Bern,398
Canton of Geneva,1698
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,438
Fribourg,219
Graubünden,≤100
Jura,≤100
Luzern,546
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,117
Ticino,321
Unknown,≤100
Uri,≤100
Valais,≤100
Vaud,122
Zug,≤100
Zürich,528
