Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,1420
Bicol Region,5667
Cagayan Valley,3908
Calabarzon,22440
Caraga,2699
Central Luzon,14512
Central Visayas,16970
Cordillera Administrative Region,1725
Davao Region,4939
Eastern Visayas,4899
Ilocos Region,5357
Metro Manila,32976
Mimaropa,3185
Northern Mindanao,6104
Soccsksargen,4382
Unknown,≤100
Western Visayas,8647
Zamboanga Peninsula,5339
