Location name,Amount spent (BRL)
Acre (state),1191
Alagoas,3842
Amapá,929
Amazonas,6276
Bahia,14800
Ceará,14776
Espírito Santo,6044
Federal District,6634
Goiás,11596
Maranhão,7602
Mato Grosso,7264
Mato Grosso do Sul,5356
Minas Gerais,31789
Paraná,18997
Paraíba,5177
Pará,9023
Pernambuco,14681
Piauí,3210
Rio Grande do Norte,5487
Rio Grande do Sul,22083
Rio de Janeiro (state),29451
Rondônia,3024
Roraima,977
Santa Catarina,15645
Sergipe,2439
São Paulo (state),102657
Tocantins,2003
Unknown,≤100
