Page ID,Page name,Disclaimer,Amount spent (KES),Number of ads in Library
107725671976672,Willis Evans Otieno,Willis Evans Otieno K'Ochieng,1440,4
749501791796416,Hon. Wakili Njeri Maina,Jane Njeri Maina,215,1
795242687485478,Hon. Ekidor Kiyong'a,These ads ran without a disclaimer,207,1
780365355477607,Kenya Muslim Youth Alliance,Kenya Muslim Youth Alliance,203,1
110973434544853,Nakuru City News,Samuel Mwangi,169,1
107711710730588,Cbs wamoto,These ads ran without a disclaimer,≤100,1
574493653232980,Narayan Patel MLA,These ads ran without a disclaimer,≤100,1
112754900441156,DR. Kiarie Badilisha,Moses Ndirangu Badilisha Kiarie,≤100,1
108069968319166,Zöld Pálya,These ads ran without a disclaimer,≤100,1
204915812876645,CEIBS,These ads ran without a disclaimer,≤100,1
105494315161744,talkdiplomacy,These ads ran without a disclaimer,≤100,1
191015535345,Youth For Technology Foundation,These ads ran without a disclaimer,≤100,1
759660000745866,CC Studio,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
