Location name,Amount spent (ZAR)
Eastern Cape,966
Free State,550
Gauteng,3811
KwaZulu-Natal,1123
Limpopo,561
Mpumalanga,472
North West,313
Northern Cape,136
Unknown,≤100
Western Cape,3277
