Location name,Amount spent (TRY)
Adana Province,700
Adıyaman Province,≤100
Afyonkarahisar Province,133
Aksaray Province,≤100
Amasya Province,≤100
Ankara Province,1073
Antalya Province,2394
Ardahan Province,≤100
Artvin Province,≤100
Aydın Province,514
Ağrı Province,≤100
Balıkesir Province,283
Bartın Province,≤100
Batman Province,≤100
Bayburt Province,≤100
Bilecik Province,≤100
Bingöl Province,≤100
Bitlis Province,≤100
Bolu Province,≤100
Burdur Province,≤100
Bursa Province,807
Denizli Province,224
Diyarbakır Province,162
Düzce Province,≤100
Edirne Province,≤100
Elazığ Province,≤100
Erzincan Province,≤100
Erzurum Province,≤100
Eskişehir Province,212
Gaziantep Province,290
Giresun Province,≤100
Gümüşhane Province,≤100
Hakkâri Province,≤100
Hatay Province,539
Isparta Province,≤100
Istanbul Province,6195
Iğdır Province,≤100
Kahramanmaraş Province,142
Karabük Province,≤100
Karaman Province,≤100
Kars Province,≤100
Kastamonu Province,≤100
Kayseri Province,171
Kilis Province,≤100
Kocaeli Province,624
Konya Province,420
Kütahya Province,≤100
Kırklareli Province,≤100
Kırıkkale Province,≤100
Kırşehir Province,≤100
Malatya Province,≤100
Manisa Province,270
Mardin Province,≤100
Mersin Province,615
Muğla Province,443
Muş Province,≤100
Nevşehir Province,≤100
Niğde Province,≤100
Ordu Province,109
Osmaniye Province,≤100
Rize Province,≤100
Sakarya Province,≤100
Samsun Province,721
Siirt Province,≤100
Sinop Province,130
Sivas Province,≤100
Tekirdağ Province,175
Tokat Province,≤100
Trabzon Province,183
Tunceli Province,≤100
Unknown,≤100
Uşak Province,≤100
Van Province,≤100
Yalova Province,≤100
Yozgat Province,≤100
Zonguldak Province,≤100
Çanakkale Province,177
Çankırı Province,≤100
Çorum Province,≤100
İzmir Province,1698
Şanlıurfa Province,346
Şırnak Province,≤100
