Page ID,Page name,Disclaimer,Amount spent (LBP),Number of ads in Library
394633411339696,fiftyfiftylb,FiftyFiftylb,1398496,9
1438703606372190,Elham Said Freiha,Elham Said Freiha,766917,1
106197498149118,لبنان الكبير,Grand Lebanon,586466,11
102023711572671,أساس ميديا -  Asas Media,Asas Media,541353,15
110470091436602,Ici Beyrouth,Ici beyrouth,456090,14
1744356319118477,هنا لبنان,هنا لبنان,360902,7
112056958469490,SPI Lebanon,SPI Lebanon,330827,4
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,315789,8
115809828234129,إعلامي تحرير سوريا,These ads ran without a disclaimer,255639,1
1108768849269022,B. CHEZ MOON,Asasate Development,231880,1
116157328113022,Hide Park,Friedrich-Ebert-Stiftung Lebanon Office,210526,1
110913872086671,مباراة الجاهلية الكبرى السبت ٥ آب ٢٠٢٣,These ads ran without a disclaimer,210526,1
105319651353770,Jusur,Jusur,159699,3
101859274632935,Asrar AlWatan - اسرار الوطن,These ads ran without a disclaimer,135338,1
322181790311,Lebanese Forces News,Lebanese Information Technology Services s.a.r.l,135338,4
488000654896540,Kulluna Irada - كلنا إرادة,Kulluna Irada,105263,2
421205921378871,LOGI: Lebanese Oil and Gas Initiative,These ads ran without a disclaimer,105263,1
107800617419717,MYKA Foundation,MYKA Foundation,96993,1
2319249898311729,National Bloc - الكتلة الوطنيّة,National Bloc - الكتلة الوطنيّة,90226,1
834890283550973,Tarek Daoud طارق الداوود,Tarek Daoud طارق الداوود,79399,2
117345834653901,This is Beirut,This is Beirut,75188,2
164267520267912,LebanonFiles.com (Live News From Lebanon),LebanonFiles.com (Live News From Lebanon),75188,2
327943840921884,ONDES,ONDES,75188,2
2509759842418472,LebTalks,Lebtalks,60150,1
278035695547539,Legal Agenda  المفكرة القانونية,legal Agenda,59098,1
1502687013388650,Media Factory News,Media Factory News,43308,4
446168552419572,SEEDS for Legal Initiatives - نواة للمبادرات القانونية,SEEDS for Legal Initiatives - نواة للمبادرات القانونية,30075,1
107698404702208,Alkalima,Alkalima Onlime,30075,1
102672531482527,Ihab Matar - إيهاب مطر,AW,15038,1
405379246524515,DHL Express,These ads ran without a disclaimer,6960,1
150253531687373,أخبار الآن - Akhbar Al Aan,These ads ran without a disclaimer,2256,1
109353154135430,E.N. Publishing,These ads ran without a disclaimer,1504,1
450326391674911,Allianz,These ads ran without a disclaimer,≤100,1
100287395944901,salam.ghannam94,These ads ran without a disclaimer,≤100,1
114528771557296,The Sneakertoast Grub,These ads ran without a disclaimer,≤100,1
102754796182481,Net-54,These ads ran without a disclaimer,≤100,1
176104589110851,IEEE,These ads ran without a disclaimer,≤100,1
503569446649440,التحالف الدولي,These ads ran without a disclaimer,≤100,1
106950715510480,Luciana Ponce,These ads ran without a disclaimer,≤100,1
2082052578716332,محمد شفيق حمود,Arab Window,≤100,1
146273324229976,Dreame love story 07,These ads ran without a disclaimer,≤100,1
346403149252294,MDNAmir,These ads ran without a disclaimer,≤100,1
