Page ID,Page name,Disclaimer,Amount spent (CLP),Number of ads in Library
216911928319871,Banco Bci,Banco Bci,404078,4
527441447268308,Copec,COPEC S.A.,124475,1
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,103355,3
105783868682878,Asistencia Tesorería,Asistencia Tesoreria,98419,4
715843291871130,Congreso Futuro,Gonzalo Rosas Barrenechea,78106,8
101248676163115,Asociación Comunal La Higuera,Asociación Comunal La Higuera,65147,2
231952623614906,Daniel Melo Diputado,Diputado Daniel Melo,45028,2
110951722267366,World Vision Chile,World Vision Chile,41061,3
110253331322287,Acuerdo Nacional Ahora,Acuerdo Nacional Ahora,41042,3
104224427947088,Circula el Plástico,Metrix,34804,9
103916934813191,HIF,HIF Global,34109,2
109339288407350,Santuario Quitralco,Santuario Quitralco,32930,2
111604114639201,Admisión Antofagasta 2023,These ads ran without a disclaimer,32127,1
580663538777736,Consejo Minero,Feedback Comunicaciones,30025,1
266574477169217,Ciudadano Videla Diputado,Elias Vaca Sanchez,30000,1
756450494522524,Andrés Jouannet Diputado,Andrés Alfonso Jouannet Valderrama,28557,14
100622491799515,Sara ConchaSmith Diputada Ñuble,Sara Nicol Concha Smith,27450,1
102422525535808,FARMACIAS PUNTO BLANCO,Ranko Frane Lenac Pizarro,26737,3
120295334652273,Enrique Van Rysselberghe Herrera,Enrique Van Rysselberghe Herrera,24210,13
317374934946185,AIEP,Instituto Profesional AIEP,23203,1
295886120554128,Polpaico,Cemento Polpaico SA,23065,2
194541580691961,Consejo para la Transparencia,Consejo para la Transparencia,16528,2
103030962615298,Chile YAAC,Chile YAAC,15461,3
429657563782175,Vlado Mirosevic Verdugo,Vlado Mirosevic Verdugo,14671,3
126170624336,Amnistía Internacional - Chile,Amnistía Internacional Chile,13653,7
293103284121826,Fundación Para el Progreso,Fundación Para el Progreso,12975,4
600661340080888,Municipalidad de Salamanca,Municipalidad de Salamanca,12765,5
1445910269057442,Desarrolla Biobío,Roberto Rolando Moreno Arenas,12180,1
26929188652,El Observatodo,MiVoz.cl,10782,25
118974348725735,Nataly Campusano - Consejera Regional,Nataly Campusano Díaz,10677,1
1436530563295625,El Líbero,Sociedad Periodística El Líbero S.A,10458,1
1844662035793976,Diputado Mauro González Villarroel,Mauro Daniel González Villarroel,9610,2
121717528487698,Confidence Chile,Confidence Chile SPA,9595,23
198921630648476,Vidrios Lirquen,Vidrios Lirquen,9211,2
643513979193133,Unidos por Beatriz,Neuma,8743,7
1447342118848920,Universidad Adolfo Ibañez,Universidad Adolfo Ibáñez,8157,1
113182225365715,Mi Sanfelipe,Diego Andres Zuniga,7799,1
68846675598,Jaime Mulet - Diputado por Atacama,Carolina Villa,7278,1
313508416035362,David Cabedo Rosas,David Cabedo Rosas,7139,1
104865379653366,Guido Girardi,Gonzalo Rosas Barrenechea,7053,1
1567607313249689,Cristobal Martinez Diputado,Cristián Rodríguez,6538,2
106088671518497,Agustín Iglesias Concejal Independencia,Agustin Ignacio Iglesias Munoz,6097,1
527441447268308,Copec,These ads ran without a disclaimer,6086,1
1384455488528563,Sociedad Nacional de Minería,Sociedad Nacional de Minería,5759,1
26938782230,INACAP,These ads ran without a disclaimer,5399,1
120372434674223,ACHS Asociación Chilena de Seguridad,Asociación Chilena de Seguridad ACHS,5318,1
274390833063043,Cristina Bravo Castro,Cristina Andrea Bravo Castro,5192,4
221900751168796,Fundación Madre Josefa,Mauricio Alberto Castillo Cortés,5166,2
930597163645465,Muni Colina,Muni Colina,5062,1
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,4607,1
112414063439760,Saludable SPA,Brecha Digital Consultores,4456,24
486113348433421,Ximena Ordenes Neira,Ximena Ordenes,4424,11
102666401091730,Fedir Chile SpA,Brecha Digital Consultores Ltda.,4368,18
101180752297383,Gustavo Benavente Diputado,Gustavo Adolfo Alberto Benavente Vergara,4368,1
1838348886396892,Rodrigo Gorigoitia Muñoz,Rodrigo Alex Gorigoitia Muñoz,4353,1
102891144402257,Merkén SpA,Brecha Digital Consultores,4306,18
110346156981687,Alimentaciones Internacionales SA,Brecha Digital Consultores,4288,24
221901754840837,Acciona.Chile,ACCIONA Chile,4191,1
110405624650830,Chile En La Encrucijada,Juan Antonio Montes Varas,4155,2
287376314730609,Timeline Antofagasta,Jorge Ignacio Ortiz Abarca,3963,1
110309894432662,Gerald Castillo - Concejal Ovalle,Héctor Rene Baeza Olivares,3855,1
922533087852291,Luis Malla Diputado,Luis Fabián Malla Valenzuela,3595,1
