Location name,Amount spent (BRL)
Acre (state),474
Alagoas,1546
Amapá,441
Amazonas,2745
Bahia,7183
Ceará,7668
Espírito Santo,1990
Federal District,4989
Goiás,4048
Maranhão,9202
Mato Grosso,2183
Mato Grosso do Sul,2916
Minas Gerais,17172
Paraná,7925
Paraíba,1979
Pará,4220
Pernambuco,6637
Piauí,2089
Rio Grande do Norte,2037
Rio Grande do Sul,9450
Rio de Janeiro (state),15197
Rondônia,968
Roraima,1099
Santa Catarina,5077
Sergipe,2129
São Paulo (state),32336
Tocantins,1586
Unknown,≤100
