Location name,Amount spent (CLP)
Antofagasta Region,37953
Araucanía Region,86540
Arica y Parinacota Region,15012
Atacama Region,10540
Aysén Region,7942
Bío Bío Region,128994
Coquimbo Region,64763
Los Lagos Region,39210
Los Ríos Region,17673
Magallanes y la Antártica Chilena Region,9010
Maule Region,51781
O'Higgins Region,80314
Santiago Metropolitan Region,379047
Tarapacá Region,19667
Unknown,156
Valparaíso Region,105768
