Location name,Amount spent (NOK)
Akershus,7833
Aust-Agder,1609
Buskerud,3753
Finnmark,836
Hedmark,2431
Hordaland,8718
Møre og Romsdal,3380
Nord-Trøndelag,1358
Nordland,2739
Oppland,2308
Oslo,9199
Rogaland,4839
Sogn og Fjordane,1117
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,4704
Telemark,2163
Troms,2368
Unknown,≤100
Vest-Agder,2455
Vestfold,2829
Østfold,3558
