Location name,Amount spent (USD)
Alabama,10115
Alaska,2323
American Samoa,≤100
Arizona,18996
Arkansas,7103
California,97509
Colorado,19354
Connecticut,10249
Delaware,3522
Florida,67319
Georgia,21481
Guam,≤100
Hawaii,2856
Idaho,4343
Illinois,37866
Indiana,23462
Iowa,8353
Kansas,6245
Kentucky,10736
Louisiana,15737
Maine,6868
Maryland,16244
Massachusetts,15801
Michigan,27374
Minnesota,18598
Mississippi,6775
Missouri,20014
Montana,6623
Nebraska,4150
Nevada,7223
New Hampshire,4418
New Jersey,25535
New Mexico,4514
New York,83431
North Carolina,23794
North Dakota,2599
Northern Mariana Islands,≤100
Ohio,28712
Oklahoma,11950
Oregon,11715
Pennsylvania,40712
Puerto Rico,≤100
Rhode Island,2169
South Carolina,12021
South Dakota,1578
Tennessee,21868
Texas,95925
Unknown,≤100
Utah,5964
Vermont,1869
Virgin Islands (U.S.),≤100
Virginia,29637
Washington,21713
"Washington, District of Columbia",6019
West Virginia,5198
Wisconsin,13360
Wyoming,1201
