Location name,Amount spent (BRL)
Acre (state),1307
Alagoas,2461
Amapá,1503
Amazonas,7456
Bahia,14949
Ceará,16967
Espírito Santo,3135
Federal District,4050
Goiás,7347
Maranhão,14742
Mato Grosso,6043
Mato Grosso do Sul,3936
Minas Gerais,22177
Paraná,13404
Paraíba,4271
Pará,5116
Pernambuco,10387
Piauí,12646
Rio Grande do Norte,3846
Rio Grande do Sul,12127
Rio de Janeiro (state),18656
Rondônia,2225
Roraima,1766
Santa Catarina,9556
Sergipe,1758
São Paulo (state),62006
Tocantins,2142
Unknown,≤100
