Location name,Amount spent (ZAR)
Eastern Cape,1251
Free State,787
Gauteng,4232
KwaZulu-Natal,1232
Limpopo,449
Mpumalanga,515
North West,310
Northern Cape,311
Unknown,≤100
Western Cape,8950
