Location name,Amount spent (TWD)
Changhua,15560
Chiayi,11153
Hsinchu,10268
Hsinchu City,31136
Hualien,4487
Kaohsiung,26229
Keelung City,5579
Kinmen,416
Lienchiang,≤100
Miaoli,11835
Nantou,12308
New Taipei City,46340
Penghu,588
Pingtung,15257
Taichung,30021
Tainan,17568
Taipei,36480
Taitung,1471
Taoyuan City,27080
Unknown,13149
Yilan,2641
Yunlin,14120
