Location name,Amount spent (TWD)
Changhua,6556
Chiayi,1316
Hsinchu,2731
Hsinchu City,5140
Hualien,2408
Kaohsiung,21543
Keelung City,3167
Kinmen,479
Lienchiang,≤100
Miaoli,2861
Nantou,2804
New Taipei City,53750
Penghu,843
Pingtung,3928
Taichung,21886
Tainan,12541
Taipei,46174
Taitung,1194
Taoyuan City,18207
Unknown,2664
Yilan,2088
Yunlin,3718
