Location name,Amount spent (PKR)
Azad Kashmir,1385
Balochistan,1165
Federally Administered Tribal Areas,264
Gilgit-Baltistan,466
Islamabad Capital Territory,4680
Khyber Pakhtunkhwa,5846
Punjab,19631
Sindh,8321
Unknown,≤100
