Location name,Amount spent (CHF)
Aargau,1449
Appenzell Ausserrhoden,109
Appenzell Innerrhoden,≤100
Basel-City,769
Basel-Landschaft,458
Bern,2110
Canton of Geneva,2325
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,1126
Fribourg,811
Graubünden,374
Jura,146
Luzern,956
Neuchâtel,380
Schaffhausen,146
Schwyz,275
Solothurn,583
Thurgau,639
Ticino,386
Unknown,≤100
Uri,≤100
Valais,824
Vaud,2080
Zug,306
Zürich,3304
