Location name,Amount spent (BRL)
Acre (state),963
Alagoas,4391
Amapá,1349
Amazonas,4792
Bahia,12142
Ceará,12162
Espírito Santo,3337
Federal District,7282
Goiás,8861
Maranhão,5122
Mato Grosso,6072
Mato Grosso do Sul,4391
Minas Gerais,26784
Paraná,10555
Paraíba,4240
Pará,7031
Pernambuco,13875
Piauí,3573
Rio Grande do Norte,4606
Rio Grande do Sul,12884
Rio de Janeiro (state),20486
Rondônia,1979
Roraima,1232
Santa Catarina,8502
Sergipe,3495
São Paulo (state),65123
Tocantins,3453
Unknown,≤100
