Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
110627367235865,Australian Government,Australian Government,6866,20
9480502970,Greenpeace Australia Pacific,Greenpeace Australia Pacific,4820,325
532962446729390,Australian Families,Department of Social Services,3821,49
101589645013040,Thrive by Five,Thrive By Five,3625,18
299753643444311,AEC,Australian Electoral Commission,3180,30
112133637214684,Doctors Without Borders / Médecins Sans Frontières (MSF),Médecins Sans Frontières Australia,2433,68
494820897261439,Bank Australia,Bank Australia,2164,76
14193666340,Australian Conservation Foundation,Australian Conservation Foundation,1840,41
845410525497100,Launch Housing,Launch Housing,1709,37
1621692424754301,Minderoo Foundation,Minderoo Foundation,1680,17
10113538711,WWF-Australia,WWF-Australia,1472,11
104180525925926,Fair Australia,Advance Australia,1402,15
1776727752614025,Glencore,Glencore Australia,1355,12
350996037887,Beyond Zero Emissions,Beyond Zero Emissions,1312,42
160054227468,World Vision Australia,World Vision Australia,1250,12
495731404149305,Koffels Solicitors & Barristers,Koffels Solicitors and Barristers,1207,15
171208803080734,Simon Birmingham,Simon Birmingham,1092,20
89794331215,Oxfam,Oxfam Australia,1063,101
345960425540557,The Climate Council,The Climate Council,899,68
102329728050606,Yes23,Yes23,887,24
225761522187219,Turning Point Australia,Turning Point Australia Pty Ltd,882,30
59024478936,Monash University,Monash University,838,23
425487554863185,First Peoples' Assembly of Victoria,First Peoples' Assembly of Victoria,838,43
105140971475089,Chuffed.org - Australia,Chuffed.org,787,3
182564410468,Australia for UNHCR,Australia for UNHCR,728,46
117806591312470,Not Enough,Advance Australia,722,36
1606513883009154,Kerrynne Liddle - Liberal Senator for SA,Senator Kerrynne Liddle,672,6
101791315693,Destiny Rescue,Destiny Rescue,624,33
290700654767295,The Chamber of Minerals and Energy of Western Australia - CMEWA,The Chamber of Minerals and Energy of Western Australia,616,22
231341250224498,Australian Ethical Investment,Australian Ethical Investment,563,62
119271104477423,Essential Medicine Shortages,The Pharmacy Guild of Australia,528,10
191570179167,Catherine Hamlin Fistula Foundation,Catherine Hamlin Fistula Foundation,504,5
157812980921536,Environmental Defenders Office,Environmental Defenders Office,455,109
125686330922725,Western Power,Western Power Corporation,445,4
423722634317667,Scott Buchholz MP,Scott Buchholz MP,419,6
161854162881,Greenfleet,Greenfleet,408,43
536780606335962,Michelle Landry,Michelle Landry,401,4
279645455502809,Ross Vasta MP,Ross Vasta MP,400,6
362805317148988,Keith Pitt,Keith Pitt,389,6
106867582081714,"Department of Climate Change, Energy, the Environment and Water","Department of Climate Change, Energy, the Environment and Water",388,4
157481181070130,Indigenous Employment Australia,Indigenous Employment Australia,364,83
12173141558,Amanda Rishworth MP,Amanda Rishworth MP,351,15
290190314438,The West Australian,The West Australian,343,4
156271657717715,Nature NSW,Nature Conservation Council of NSW,336,80
149648047339,Save the Children Australia,Save the Children Australia,330,32
1670517743250253,Save the Daintree Rainforest,Rainforest 4 Foundation Ltd,320,160
8422338499,The Wilderness Society,The Wilderness Society,315,51
101317875732604,Dr Sophie Scamps,Sophie Scamps,305,4
666041500505740,IBAC Victoria's Independent Broad-based Anti-corruption Commission,IBAC,277,2
147373667055,Senator Nick McKim,Senator Nick McKim,272,2
174666115898903,Jerome Laxale MP,Jerome Laxale,262,4
92824008332,Plan International Australia,Plan International Australia,256,59
49991482906,Tearfund Australia,Tearfund Australia,245,84
694832627392516,Prime Super,Prime Super,238,112
107939487783753,Garth Hamilton MP,Garth Hamilton MP,238,6
130624523767632,Julie Collins MP,Julie Collins MP,238,3
145262132264710,Angus Taylor MP,Angus Taylor MP,234,5
948595148496917,Andrew Hastie,Andrew Hastie,233,21
125812604095801,Invasive Species Council,Invasive Species Council,229,135
129819533748295,Andrew Leigh MP,Andrew Leigh MP,228,2
2232624883416629,Melissa McIntosh MP,Melissa McIntosh MP,220,24
10852627380,World Animal Protection Australia,World Animal Protection Australia,217,12
22936848857,Institute of Public Affairs,Institute of Public Affairs,214,5
373523642668552,Energy - Queensland,Department of Energy and Public Works,210,68
109529059078471,Australian Himalayan Foundation,Australian Himalayan Foundation,206,14
352953834815624,Jason Wood MP,Jason Wood MP,199,5
134712696593275,Dan Andrews,Daniel Andrews MP,199,2
106791108597531,Future of Local Government Review - Tasmanian Government,Department of Premier and Cabinet,196,2
107765634022348,Henry Pike MP,Henry Pike MP,192,16
316480331783930,Australian Unions,Australian Unions,192,35
135933556447881,Australian Republic Movement,Australian Republic Movement,189,3
100492139310916,Australian Assange Campaign,Australian Assange Campaign,187,3
323258042136,SA Unions,SA Unions,185,1
100642886236811,It's Happening Here,It's Happening Here,182,1
