Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
737169626371453,Heimildin,Stundin,35476,7
1011307815614890,Ríkislögreglustjóri,Ríkislögreglustjóri,25627,3
152804904889,Samfylkingin,Samfylkingin,4773,4
156161194561570,Kjarninn,Kjarninn,2950,1
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,2378,6
1434262256802295,Borgarbyggð,Borgarbyggð,2172,1
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,2151,2
154893001218870,ADHD samtökin,ADHD samtökin,1891,6
128854307193614,Landsvirkjun,Landsvirkjun,955,1
162409941250265,Sanna Reykjavík,Sósíalistaflokkur Íslands,712,1
166802253467224,Ung vinstri græn - UVG,Ung vinstri græn - UVG,593,2
114057194960942,Samstöðin: Fréttir,Samstöðin ehf,348,1
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100,8
130136833750497,IELTS Official,These ads ran without a disclaimer,≤100,1
1051543115032031,Nuun Middle East,These ads ran without a disclaimer,≤100,1
102224898933734,MindDig,These ads ran without a disclaimer,≤100,1
1397405843841104,Ines de la Fressange Paris,These ads ran without a disclaimer,≤100,1
