Location name,Amount spent (VND)
An Giang Province,9783
Bà Rịa–Vũng Tàu Province,24013
Bình Dương Province,171825
Bình Phước Province,23504
Bình Thuận Province,8887
Bình Định Province,49810
Bạc Liêu Province,4537
Bắc Giang Province,33885
Bắc Kạn Province,3683
Bắc Ninh Province,24475
Bến Tre Province,6367
Cao Bằng Province,108922
Cà Mau Province,6083
Cần Thơ,6043
Da Nang,59261
Gia Lai Province,25032
Haiphong,80112
Ho Chi Minh City,435238
Hà Giang Province,20196
Hà Nam Province,11947
Hà Tĩnh Province,34954
Hòa Bình Province,14816
Hưng Yên Province,20155
Hải Dương Province,43475
Hậu Giang Province,2324
Khánh Hòa Province,22206
Kiên Giang Province,24845
Kon Tum Province,9091
Lai Châu Province,1264
Long An Province,26057
Lào Cai Province,5806
Lâm Đồng Province,8548
Lạng Sơn Province,24862
Nam Định Province,23660
Nghệ An Province,120793
Ninh Bình Province,21382
Ninh Thuận Province,6071
Phú Thọ Province,33157
Phú Yên Province,8085
Quảng Bình Province,26335
Quảng Nam Province,27052
Quảng Ngãi Province,13188
Quảng Ninh Province,18756
Quảng Trị Province,22447
Sóc Trăng Province,7260
Sơn La Province,9000
Thanh Hóa Province,59301
Thái Bình Province,129645
Thái Nguyên Province,41605
Thừa Thiên–Huế Province,18283
Tiền Giang Province,17679
Trà Vinh Province,8730
Tuyên Quang Province,27555
Tây Ninh Province,13767
Unknown,≤100
Vĩnh Long Province,9799
Vĩnh Phúc Province,21990
Yên Bái Province,15372
Điện Biên Province,6127
Đắk Lắk Province,33780
Đắk Nông Province,5653
Đồng Nai Province,55421
Đồng Tháp Province,9985
