Location name,Amount spent (CZK)
Central Bohemian Region,12488
Hradec Králové Region,5635
Karlovy Vary Region,3062
Liberec Region,4345
Moravian-Silesian Region,10342
Olomouc Region,6130
Pardubice Region,4772
Plzeň Region,5738
Prague,25337
South Bohemian Region,6306
South Moravian Region,13738
Unknown,≤100
Vysočina Region,4108
Zlín Region,5717
Ústí nad Labem Region,8352
