Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
111523625527552,התנועה לאיכות השלטון,התנועה לאיכות השלטון,9252,9
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,8789,78
109049212192912,יעקב בורובסקי-לראשות העיר חיפה,יעקב בורובסקי-לראשות העיר חיפה,3743,12
849824028408565,תנועת אם תרצו,תנועת אם תרצו,2500,42
102548956115520,תקומה 23 - להיות עם יהודי בארצנו,תורת לחימה,1757,4
500238833397356,ציפי ברנד,ציפי ברנד,1549,22
1073548259341247,לובי 99,לובי 99,1400,7
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,1364,54
103428925850338,אבי סלמה - נתניה,אבי סלמה - נתניה,1348,3
199381213757428,שי קינן - shai keinan,שי קינן - shai keinan,1288,3
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",1155,46
107217383988190,מגזין אפוק,Epoch Magazine,1082,22
109523830757998,דמוקרטtv,דרכנו,1041,4
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,934,2
138399090105076,הבנק החברתי למזון תינוקות,הבנק החברתי למזון תינוקות,909,3
313229072156432,ארקדי פומרנץ - Arkady Pomeranz,ארקדי פומרנץ - Arkady Pomeranz,900,4
2397304340492953,מטה הבטיחות בענף הבנייה,הקרן לעידוד ולפיתוח ענף הבנייה,870,2
219091481560790,מרים פיירברג - איכר,נתניה אחת,867,3
204780362875106,מקור ראשון,מקור ראשון,812,51
44385426513,Greenpeace Israel   - גרינפיס ישראל,Greenpeace Israel   - גרינפיס ישראל,776,17
146122195591636,שלומי לחיאני - בת ים בראש מורם,שלומי לחיאני - בת ים בראש מורם,756,28
103085619445870,ניר ברכיה משרד עורכי דין,ניר ברכיה משרד עורכי דין,723,2
249479152534875,Kfir Swisa - כפיר סויסה,Kfir Swisa - כפיר סויסה,708,3
108714485611920,רמי גרינברג ראש עיריית פתח תקווה - סיעת התחדשות למועצת העיר,רמי גרינברג ראש עיריית פתח תקווה - סיעת התחדשות למועצת העיר,664,4
1662907067255622,איגוד הגז הטבעי,Unik,644,4
213801788683219,עיריית ראש העין,עיריית ראש העין,620,1
767262423350854,פורום הדיור הציבורי,פורום הדיור הציבורי,599,7
108787681841168,רישיון נשק בקליק,רישיון נשק בקליק,589,2
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",571,13
1824323844461002,יקיר שינדלר,יקיר שינדלר,539,6
124191360932729,התעוררות בירושלים,התעוררות בירושלים,537,24
518230731522883,Laura Wharton לורה ורטון,Laura Wharton לורה ורטון,533,11
1954699454767994,שי זולדן - Shay Zoldan,שי זולדן,506,12
143563882388180,עיריית אשקלון,עיריית אשקלון,491,5
108212852272431,ג'קי יעקב צבי,יעקב ג'קי צבי לראשות המועצה,469,4
263337740379308,Ran Rahav,Ran Rahav Communications & Public Relations LTD,419,6
122727460825521,שמוליק דודאי לראשות מ.א. עמק יזרעאל,שמוליק דודאי,400,19
104404418153739,דנית ברביבאי,דנית ברביבאי,397,5
105744449044010,Алон Азулай,Алон Азулай,371,2
103563939372367,ברק סרי - Barak Seri,ברק סרי - Barak Seri,365,4
104063512343698,פשוט טוב.,פשוט טוב.,361,8
452342168247343,יוחנן פלסנר - Yohanan Plesner,המכון הישראלי לדמוקרטיה,351,7
108760035823125,The Van Leer Jerusalem Institute - מכון ון ליר בירושלים,The Van Leer Jerusalem Institute - מכון ון ליר בירושלים,347,8
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,346,16
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,342,3
117658294683078,ישראלTop5,top5israel,337,2
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,318,4
100255059520803,שאמה 38,רמת גנים בעד רמת גן,308,1
1484712825147171,Tomer Warsha Adv • Immigration to Israel • Aliya • Immigrants • Citizenship,"משרד עו""ד תומר ורשה",308,11
1900748410047113,סיגל שאלתיאל הלוי לראשות מועצת מעלה יוסף,סיגל שאלתיאל הלוי לראשות מועצת מעלה יוסף,307,4
558702227875758,רוני רימון,רוני רימון,307,1
536667660149293,מתן כהנא Matan Kahana,מתן כהנא Matan Kahana,302,1
380816475304653,Yuval zellner - יובל צלנר,Yuval zellner - יובל צלנר,296,5
790149967713981,דרכנו,דרכנו,291,6
109242871232111,מתן בארי,מתן בארי,285,2
877405719007268,מכון ארגמן - Argaman Institute,מכון ארגמן,284,17
1977394709188677,אלי אטון - מנהיג לשם שינוי לראשות לב השרון,WISY INTERNET MARKETING LTD,268,4
33942762466,Shalom Hartman Institute מכון שלום הרטמן,Shalom Hartman Institute - מכון שלום הרטמן,265,8
108817672183005,"נשר מספר אח""ת","נשר מספר אח""ת",263,4
