Location name,Amount spent (CZK)
Central Bohemian Region,11304
Hradec Králové Region,4913
Karlovy Vary Region,2468
Liberec Region,3859
Moravian-Silesian Region,10517
Olomouc Region,5609
Pardubice Region,4934
Plzeň Region,5373
Prague,21841
South Bohemian Region,5430
South Moravian Region,12138
Unknown,≤100
Vysočina Region,4052
Zlín Region,4769
Ústí nad Labem Region,9684
